INT_ID,string
13454428,Islington Ave / Gosfield Gt
13454278,Islington Ave / Fordwich Cres
13454852,Humberwood Blvd / Arborwood Dr
14069326,Humberwood Blvd / Westowanis Dr / View Green Cres
14651711,
13454453,Martin Grove Rd / Mercury Rd / Westhumber Blvd
13454315,Westhumber Blvd / Moon Valley Dr
13453619,Lynmont Rd / Humber College Blvd
13453194,Albion Rd / Calstock Dr
13453780,Albion Rd / Bankfield Dr
13453013,Albion Rd / Thistle Down Blvd / Riverdale Dr
13452721,Thistle Down Blvd / Barkwin Dr
30032676,Humberwood Blvd / Upper Humber Dr
13454152,Humberwood Blvd / Pinecone Dr
13453549,John Garland Blvd / Mosque Cres
13453576,Martin Grove Rd / John Garland Blvd
13453287,John Garland Blvd / Humber College Blvd
13453247,Martin Grove Rd / Rampart Rd
13453094,Finch Ave W / Kiskadee Dr / Damascus Dr
13452977,Finch Ave W / John Garland Blvd / Silverstone Dr
13449995,Islington Ave / Rowntree Mill Rd / Duncanwoods Dr
13449596,Islington Ave / Vanhill Ave
13452853,Martin Grove Rd / Finch Ave W
13452484,Martin Grove Rd / Betteridge Lane
13452527,Finch Ave W / Kendleton Dr
13453918,Martin Grove Rd / Milkwood Ave
13453485,John Garland Blvd / Jamestown Cres
13449352,Steeles Ave W / Gihon Spring Dr
13457557,Eglinton Ave W / Elmsthorpe Ave
13457449,Avenue Rd / Eglinton Ave W
13456838,Avenue Rd / Roselawn Ave
13453941,Humberwood Blvd / Topbank Dr
13453496,Collingdale Rd / John Garland Blvd
13453238,John Garland Blvd / Jamestown Cres
13449294,Kipling Ave / Steeles Ave W / Kipling Ave Bicycle Trl
13450184,Kipling Ave / Beaconhill Rd
13457915,Hillsdale Ave W / Oriole Pkwy
13458172,Tranmer Ave / Oriole Pkwy
13457678,Anderson Ave / Oriole Pkwy
13453439,Humberwood Blvd / Honeyview Pl
14187627,Viewcrest Crcl / Humberline Dr
13453152,Finch Ave W / Humberline Dr
13452696,Claireville Dr / Humberline Dr
13455330,Rexdale Blvd / Humberwood Blvd / Woodbine Track Access
13454800,Humberwood Blvd / Kingsplate Cres
13457359,Eglinton Ave W / Oriole Pkwy
13457225,Eglinton Ave W / Colin Ave / Edith Dr
13457135,Eglinton Ave W / Duplex Ave
13457078,Eglinton Ave E / Yonge St / Eglinton Ave W
13456650,Yonge St / Broadway Ave / Montgomery Ave
13456247,Avenue Rd / Hillhurst Blvd
13455941,Avenue Rd / Lytton Blvd
13456543,Avenue Rd / St Clements Ave
13452362,Albion Rd / Kipling Ave
13455043,Kipling Ave / Snaresbrook Dr
13454784,Kipling Ave / Genthorn Ave
13449783,Kipling Ave / Kidron Valley Dr
13455613,Avenue Rd / Glencairn Ave
13455466,Avenue Rd / Glengrove Ave W
13455295,Avenue Rd / Otter Cres
13454905,Queen'S Plate Dr / Janda Crt
13454935,Highway 27 S / Queen'S Plate Dr
20145217,Torbarrie Rd / Sergio Marchi St
13452693,Sheppard Ave W / Oakdale Rd
13452551,Sheppard Ave W / Laura Rd
13453033,Jane St / Giltspur Dr
13453443,Jane St / Troutbrooke Dr
13449981,Sentinel Rd / Lamberton Blvd
13449486,Sentinel Rd / Hucknall Rd
13450487,Grandravine Dr / Gambello Cres
13453536,Weston Rd / Mainshep Rd
13453198,Weston Rd / Sheppard Ave W
13452573,Weston Rd / Verobeach Blvd
13452395,Weston Rd / Bradstock Rd
13452943,Weston Rd / Coral Gable Dr
13452996,Turks Rd / Giltspur Dr
13452283,Jane St / Sheppard Ave W
13452908,Magellan Dr / Giltspur Dr
13452238,Sheppard Ave W / Magellan Dr
13454987,Wilson Ave / Epic Lane Rd
13454780,Wilson Ave / William Cragg Dr
13450308,Sentinel Rd / Grandravine Dr
13450489,Sentinel Rd / Stilecroft Dr
13450093,Derrydown Rd / Grandravine Dr
13449416,Keele St / Broadoaks Dr
13449156,Keele St / Catford Rd
13449077,Keele St / Toro Rd
13452251,Rivalda Rd / Bradstock Rd
13453059,Sheppard Ave W / Rivalda Rd / Abraham Welsh Rd
13452880,Sheppard Ave W / Bartor Rd
13454208,Chesham Dr / Heathrow Dr
13454050,Calvington Dr / Forthbridge Cres
13453838,Dalsby Rd / Calvington Dr
13455046,Keele St / Falstaff Ave
13454472,Keele St / Sir William Hearst Ave / 401 C W Keele St Ramp / Keele St S 401 C W Ramp
13454300,Wilson Ave / Agate Rd / Morton Shulman Ave
13454197,Wilson Ave / Keele St
13450594,Keele St / Dovehouse Ave / Downsview Park Trl
13450779,Sheppard Ave W / John Drury Dr
13452645,Bartor Rd / Arrow Rd
13454661,Wilson Ave / Lexfield Ave / Highview Ave
13454567,Wilson Ave / Ridge Rd / Roding Park Trl
13454469,Wilson Ave / Julian Rd / Petherhill Ave / Ridge Park Trl
13453864,Keele St / Paxtonia Blvd
13450242,Keele St / Grandravine Dr
13449857,Keele St / St Regis Cres
13449744,St Regis Cres N / St Regis Cres
13450103,Sheppard Ave W / Tuscan Gt
13449850,St Regis Cres / Tuscan Gt
13449875,Sheppard Ave W / Bakersfield St / Vitti St
13449714,St Regis Cres / Bakersfield St
13449419,Ceramic Rd / Ashwarren Rd
13449165,Ceramic Rd / Le Page Crt
13449561,Ceramic Rd / St Regis Cres N
13449445,St Regis Cres N / Bakersfield St
13449084,Chesswood Dr / Vanley Cres
13449668,Sheppard Ave W / Chesswood Dr
13449421,Chesswood Dr / Steeprock Dr
13449543,Whitehorse Rd / Rimrock Rd
13452064,Thistle Down Blvd / Kenhill Dr
13450852,Finch Ave W / Ardwick Blvd / Duncanwoods Dr
13452061,Thistle Down Blvd / Atwood Pl
13453983,Wilson Ave / Dubray Ave
13453761,Wilson Ave / Murray Rd
13453250,Calvington Dr / Renshaw St
13448292,Jane St / Driftwood Ave / Milo Park Gt
13447884,Jane St / Shoreham Dr
13447836,Shoreham Dr / Shoreham Crt
13453732,Lexfield Ave / Calvington Dr
13452784,Peterdale Rd / Giltspur Dr
13453646,Keele St / Tilbury Dr
13453187,Keele St / Keelegate Dr
13453125,Keele St / Calvington Dr
13449248,Whitehorse Rd / Steeprock Dr
13450665,Finch Ave W / Rumike Rd / Milvan Dr
13449888,Milvan Dr / Penn Dr
13450457,Milvan Dr / Penn Dr
13449727,Millwick Dr / Milvan Dr
13452371,Giltspur Dr / Northover St
13452160,Pecan Crt / Slater Crt / Northover St
13453555,Exbury Rd / Calvington Dr
13453470,Calvington Dr / Roding St
13453372,Dalraith Rd / Calvington Dr
13452617,Keele St / Downsview Park Blvd / Whitburn Cres
13449687,Codsell Ave / Wilmington Ave
13449464,Wilson Heights Blvd / Brighton Ave
13449369,Searle Ave / Wilmington Ave
13449046,Combe Ave / Wilmington Ave
13448912,Hullmar Dr / Bloomington Cres
13448859,Gosford Blvd / Hullmar Dr
13450552,Finch Ave W / Jayzel Dr
13449203,Kenhar Dr / Fenmar Dr
13449519,Weston Rd / Fenmar Dr
13452213,Weston Rd / Coronado Crt
13451820,Weston Rd / Imogene Ave / St. Lucie Park Trl
13448648,Driftwood Ave / Laskay Cres
13448509,Driftwood Ave / Hoover Cres
13451292,Weston Rd / Habitant Dr
13450908,Weston Rd / Lanyard Rd
13451938,Lido Rd / Arrow Rd
13451446,Oakdale Rd / Jody Ave
13450698,Arrow Rd / Deerhide Cres
13450944,Arrow Rd / Deerhide Cres
13451142,Oakdale Rd / Eddystone Ave
13450342,Weston Rd / Finch Ave W
13450145,Weston Rd / Toryork Dr
13451997,Jane St / Clair Rd / Spenvalley Dr
13451700,Jane St / Stanley Rd / Rita Dr
13451426,Jane St / Courage Ave
13450205,Sheppard Ave W / Yukon Lane / Kodiak Cres
13449898,Sheppard Ave W / Kodiak Cres
13449785,Whitehorse Rd / Kodiak Cres
13450142,Finch Ave W / Arrow Rd / Signet Dr
13449359,Fenmar Dr / Signet Dr
13449766,High Meadow Pl / Signet Dr
13451058,Jane St / Grandravine Dr
13450723,Jane St / Eddystone Ave
13450693,Driftwood Ave / Grandravine Dr
13450866,Arleta Ave / Grandravine Dr / Futura Parkette Trl
13450799,Futura Dr / Grandravine Dr
13448840,Jane St / York Gate Blvd / Stong Crt
13448828,Driftwood Ave / Stong Crt
13448957,Islington Ave / Humber Summit Lane
13448601,Islington Ave / Steeles Ave W
13449110,Millwick Dr / Milvan Dr
13448820,Toryork Dr / Milvan Dr / Oliti Crt
13450219,Jane St / Cane Grassway
13449866,Jane St / Yewtree Blvd / Firgrove Cres
13449708,Finch Ave W / Oakdale Rd / Norfinch Dr
13449584,Finch Ave W / York Gate Blvd / Elana Dr
13449500,Jane St / Finch Ave W
13449259,Jane St / San Romanoway
13449132,Driftwood Ave / Wilmont Dr
13450486,Jane St / Firgrove Cres / Yorkwoods Gt
13450383,Driftwood Ave / Yorkwoods Gt
13454883,Caledonia Rd / Cartwright Ave
13454491,Caledonia Rd / Bridgeland Ave
13448285,Steeles Ave W / Fenmar Dr
13448814,Fenmar Dr / Ormont Dr
13448583,Barmac Dr / Ormont Dr
13448082,Steeles Ave W / Turbine Dr
13448343,Barmac Dr / Garyray Dr
13448007,Steeles Ave W / Barmac Dr
13448921,Weston Rd / Kenhar Dr
13448515,Barmac Dr / Ormont Dr
13448484,Weston Rd / Ormont Dr
13447902,Steeles Ave W / Klondike Dr
13447821,Steeles Ave W / Irondale Dr
13448098,Weston Rd / Garyray Dr
13447719,Weston Rd / Steeles Ave W
13448760,Kenhar Dr / Signet Dr
13448352,Signet Dr / Ormont Dr
13447994,Signet Dr / Garyray Dr
13447893,Rossdean Dr / Garyray Dr
13448137,Norelco Dr / Ormont Dr
13448831,Hullmar Dr / Ruthmar Cres
13449758,Yewtree Blvd / Driftwood Ave
13449373,Finch Ave W / Driftwood Ave
13449253,Finch Ave W / Topcliff Ave
13454394,Dufferin St / Jane Osler Blvd / Yorkdale Dufferin N Ramp / 401 C E Dufferin St S Ramp
13455007,Dufferin St / Orfus Rd
13454825,Dufferin St / Ranee Ave
13454098,Dufferin St / Yorkdale Rd / Bridgeland Ave
13449330,William R Allen Rd / Rimrock Rd
13449081,William R Allen Rd / Dufferin St / Kennard Ave
13449167,Wilson Heights Blvd / Clifton Ave
13450329,Sheppard Ave W / Banting Ave
13450055,Wilson Heights Blvd / Cocksfield Ave
13449671,Wilson Heights Blvd / Waterloo Ave
13450231,Sheppard Ave W / Wilson Heights Blvd
13448414,Hullmar Dr / Bimini Cres / Monaco Crt
13448504,Hullmar Dr / Ruthmar Cres
13447776,Hullmar Dr / Hisey Cres
13448152,Shoreham Dr / Hullmar Dr
13447954,Hullmar Dr / Bamford Cres
13447608,Steeles Ave W / Signet Dr
13447518,Steeles Ave W / Rossdean Dr
13449201,Finch Ave W / Tobermory Dr
13452124,Sheppard Ave W / Min Ave / Yatescastle Dr
13451999,Sheppard Ave W / Buckland Rd
13451923,Sheppard Ave W / Arleta Ave / Northover St
13451567,Arleta Ave / Spenvalley Dr / Tina Crt
13450943,Medal Lane / Arleta Ave
13450919,Arleta Ave / Roughwood Crt
13451262,Arleta Ave / John Lindsay Crt
14203394,Dufferin St / Billy Bishop Way
13453300,Katherine Rd / Garratt Blvd
13453602,Wilson Ave / Garratt Blvd / Northgate Dr
13453068,Plewes Rd / Garratt Blvd
13452934,Gilley Rd / Garratt Blvd
13453454,Wilson Ave / Lady York Ave
13452614,Thistle Down Blvd
13452256,Thistle Down Blvd / Dashwood Cres
13452472,Thistle Down Blvd / Alhart Dr / Bridgenorth Cres
13447223,Steeles Ave W / Norfinch Dr
13447351,Hullmar Dr / Hisey Cres
13447070,Steeles Ave W / Peter Kaiser Gt
13447246,Hullmar Dr / Peter Kaiser Gt
13455060,Clayson Rd / Bartor Rd
20164824,Torbarrie Rd / Joseph Griffith Lane
20145216,Torbarrie Rd / Judy Sgro Ave
13450638,Ollerton Rd / Grandravine Dr
13453245,Maniza Rd / Regent Rd
13453005,Maniza Rd / Spalding Rd
13452710,Home Rd / Ancaster Rd
13452745,Maniza Rd / Gilley Rd
13452613,Maniza Rd / Home Rd
13452459,Maniza Rd / Powell Rd
13451553,Sheppard Ave W / Sentinel Rd / Sunfield Park Trl
13453476,Dufferin St / Anthony Rd
13453281,Wilson Ave / Dufferin St
13455140,Weston Rd / Flindon Rd
13454960,Weston Rd / Sunset Trl
13454738,Weston Rd / Aura Lea Blvd
13454374,Weston Rd / Jubilee Cres
13453992,Weston Rd / Burgundy Crt
13455040,Wilson Ave / Jane St
13451209,Sentinel Rd / Fredrick Mowat Lane
13450753,Sentinel Rd / Dovehouse Ave
13451959,Keele St / Diana Dr
13451676,Keele St / Wycombe Rd / Downsview Park Trl
13451388,Keele St / Sheppard Ave W / Downsview Park Trl
13454642,Clayson Rd / Huxley Rd
13453989,Clayson Rd / Bartor Rd
13454821,Jane St / William Cragg Dr
13454466,Jane St / Chalkfarm Dr / Heathrow Dr
13454362,Datchet Rd / Heathrow Dr
13453888,Jane St / Exbury Rd / Chalkfarm Dr
13447680,The Pond Rd / Sentinel Rd / Scholars Walk
20015401,Cook Rd / Sentinel Rd
13444956,Steeles Ave W / Black Hawkway
13444910,Steeles Ave W / Sea Hawkway
13444817,Steeles Ave W / Torresdale Ave
13454239,Avenue Rd / Woburn Ave
13453553,Avenue Rd / Melrose Ave
13453915,Avenue Rd / Fairlawn Ave
20058480,The Pond Rd / Seneca Lane
13448693,Finch Ave W / Romfield Lane
13453505,Bathurst St / Brooke Ave
13453312,Bathurst St / Neptune Dr
13453081,Bathurst St / Hotspur Rd
13449422,Sheppard Ave W / Don River Blvd
13448570,Keele St / Finch Ave W
13454555,Varna Dr / Leila Lane
13454632,Varna Dr / Cather Cres
13452437,Wilson Ave / Bathurst St
13452342,Wilson Ave / Allard Ave
13449194,Sheppard Ave W / Easton Rd
13452219,Wilson Ave / Clyde Ave
13453262,Avenue Rd / Old Orchard Grv
13453753,Mount Pleasant Rd / Ranleigh Ave
13453552,Mount Pleasant Rd / Bowood Ave
13448065,Keele St / Murray Ross Pkwy
13453045,Avenue Rd / Brooke Ave
13452369,Avenue Rd / Carmichael Ave
13452101,Wilson Ave / Ridley Blvd
13452017,Avenue Rd / Wilson Ave / Avenue Rd N 401 C E Ramp
13452638,Avenue Rd / Dunblaine Ave
13449067,Sheppard Ave W / Senlac Rd
13448953,Sheppard Ave W / Pewter Rd
13454853,Avenue Rd / Caribou Rd
13454662,Avenue Rd / Lawrence Ave W
13446357,Steeles Ave W / Founders Rd
14064208,The Chimneystack Rd / Ian Macdonald Blvd
13455028,Flemington Rd / Varna Dr
13454911,Varna Dr / Dorney Crt
13451804,Faywood Blvd / Laurelcrest Ave
13451454,Clanton Park Rd / Faywood Blvd
13454680,Yonge St / Chatsworth Dr / St Edmund'S Dr
13446884,Keele St / Canarctic Dr
13447353,Keele St / The Pond Rd
13446538,Keele St / The Chimneystack Rd
13446781,Wildcat Rd / Canarctic Dr
13446703,Petrolia Rd / Canarctic Dr
13446223,Petrolia Rd / Limestone Cres
13446042,Keele St / Steeles Ave W
13445906,Steeles Ave W / Petrolia Rd
13448492,Finch Ave W / Tangiers Rd
13454664,Varna Dr / Cather Cres
13454398,Ranee Ave / Mikado Ave
13454301,Ranee Ave / Ameer Ave
13454073,Sultana Ave / Ameer Ave
13453964,Ameer Ave / Baycrest Ave
13451137,Faywood Blvd / Joel Swirsky Blvd / Almore Ave
13450506,Reiner Rd / Faywood Blvd
13450743,Faywood Blvd / Bainbridge Ave
13452263,Yonge Blvd / Harley Ave
13452036,Yonge Blvd / Dunster Ave
13452494,Yonge Blvd / Felbrigg Ave
13452678,Ridley Blvd / Brooke Ave
13453356,Yonge St / Fairlawn Ave
13448651,Chesswood Dr / Vanley Cres
13448440,Chesswood Dr / Champagne Dr
13448130,Finch Ave W / Chesswood Dr
13447951,Finch Ave W / Champagne Dr / Alness St
13447212,Flint Rd / Martin Ross Ave
13446838,Flint Rd / Supertest Rd
13446464,Petrolia Rd / Wildcat Rd
13447078,Brisbane Rd / Martin Ross Ave
13447281,Brisbane Rd / Alness St
13446969,Martin Ross Ave / Alness St
13446259,Dolomite Dr / Alness St
13451600,Bathurst St / Lyonsgate Dr
13451751,Bathurst St / Edinburgh Dr
13451358,Bathurst St / Laurelcrest Ave
13450847,Bathurst St / York Downs Dr
13450564,Bathurst St / Danby Ave
13450069,Sheppard Ave W / Faywood Blvd / Wilmington Ave
13454543,Lawrence Ave W / Elm Rd
13446617,Supertest Rd / Alness St
13448866,Dufferin St / Overbrook Pl / Steeprock Dr
13448551,Dufferin St / Stanstead Dr
13447779,Dufferin St / Finch Ave W
13448597,Wilmington Ave / Overbrook Pl
13448360,Wilmington Ave / Cavotti Cres
13449931,Sheppard Ave W / Goddard St
13449848,Sheppard Ave W / Harlock Blvd / Maxwell St
13453893,Yonge St / Ranleigh Ave
13453668,Yonge St / Cranbrooke Ave
13447927,Wilmington Ave / Purdon Dr / Cedar Springs Grv
13448129,Wilmington Ave / Blue Forest Dr
13447550,Finch Ave W / Wilmington Ave
13452897,Wilson Ave / Tippett Rd / Wilson Heights Blvd
13452625,Wilson Heights Blvd / Goodwill Ave
13452530,Faywood Blvd / Goodwill Ave
13452200,Faywood Blvd / Faith Ave
13449754,Sheppard Ave W / Yeomans Rd
13449693,Sheppard Ave W / Hove St
13450331,Bathurst St / Bainbridge Ave
13450083,Bathurst St / Reiner Rd
13449921,Bathurst St / Mcallister Rd
13452847,Yonge St / Yonge Blvd / Yonge Boulevard Parkette Trl
13453280,Mount Pleasant Rd / Glenforest Rd
13452803,Glen Echo Rd / Mount Pleasant Rd
13453049,Golfdale Rd / Mount Pleasant Rd
13446837,Dufferin St / Martin Ross Ave / G Ross Lord Park Trl
13446475,Dufferin St / Supertest Rd / G Ross Lord Park Trl
13453267,Neptune Dr / Rajah St
13453533,Wasdale Cres / Rajah St
13453370,Neptune Dr / Wasdale Cres
13453204,Hotspur Rd / Neptune Dr
13454446,Lawrence Ave W / Greer Rd
13454354,Lawrence Ave W / Jedburgh Rd / Duplex Ave
13452740,Wilson Ave / Allingham Gdns
13452576,Wilson Ave / 401 C W Wilson Av Ramp
13449155,Bathurst St / Codsell Ave
13449607,Bathurst St / Sheppard Ave W
13448110,Driftwood Ave / Driftwood Crt
13448262,Driftwood Ave / Cobbler Cres
13452030,Bathurst St / Delhi Ave
13454874,Bathurst St / Covington Rd
13454644,Bathurst St / Woburn Ave
13447205,Hullmar Dr / Wheelwright Cres
13447218,Jane St / Hullmar Dr
13446896,Jane St / Steeles Ave W / Black Creek
13446751,Steeles Ave W / Murray Ross Pkwy
13447313,The Pond Rd / Ian Macdonald Blvd / Arboretum Lane / Shoreham Dr
13446937,Thompson Rd / Ian Macdonald Blvd
13446219,Torresdale Ave / Antibes Dr
13454343,Bathurst St / Prince Charles Dr
13455026,Lawrence Ave W / Glen Rush Blvd
13454002,Bathurst St / Melrose Ave
13446566,Steeles Ave W / Northwest Gt
13448751,Fountainhead Rd / Sentinel Rd
13448931,Finch Ave W / Sentinel Rd
13445817,Steeles Ave W / Shale Gt
13445620,Steeles Ave W / Alness St
13445966,Flint Rd / Alness St
13445891,Magnetic Dr / Alness St
14673438,Steeles Ave W / Gerry Fitzgerald Dr
13446092,Dufferin St / Dolomite Dr
14673411,Dufferin St / Gerry Fitzgerald Dr
13445306,Dufferin St / Steeles Ave W
13454875,Lawrence Ave W / Ledbury St
13454748,Lawrence Ave W / Grey Rd / Kimbark Blvd
13454457,Avenue Rd / Douglas Ave
13451442,Avenue Rd / Bideford Ave / Bombay Ave / Avenue Rd S 401 C W Ramp
13451886,Wilson Ave / Belgrave Ave
13448413,Sentinel Rd / Murray Ross Pkwy
20015388,Haynes Ave / Murray Ross Pkwy
13445128,Steeles Ave W / Hidden Trl
13447770,Bathurst St / Horsham Ave / Blue Flag Gt
13447497,Bathurst St / Stafford Rd / Mascot Pl
13447210,Finch Ave W / Torresdale Ave / Goldfinch Crt
13447120,Finch Ave W / Virgilwood Dr
13454307,Bayview Ave / Valleyanna Dr
13453765,Lawrence Ave E / Mildenhall Rd
13445363,Fairchild Ave / Drewry Ave
13445250,Yonge St / Cummer Ave / Drewry Ave
13444838,Yonge St / Patricia Ave
13444504,Hilda Ave / Crossen Dr
13444319,Green Bush Rd / Hilda Ave
13444138,Steeles Ave W / Hilda Ave
13444061,Steeles Ave W / Tangreen Crt
13444543,Moore Park Ave / Fargo Ave
13447758,Sheppard Ave E / Rean Dr / Hawksbury Dr
13447653,Sheppard Ave E / Greenbriar Rd
13453881,Lawrence Ave E / Bayview S Lawrence Ramp / Lawrence Bayview S Ramp
30038161,Antibes Dr / Coneflower Cres
13446410,Bathurst St / Kenton Dr
13447250,Bathurst St / Kingsbridge Crt
13446970,Bathurst St / Finch Ave W
13444653,Yonge St / Centre Ave
13444488,Yonge St / Pleasant Ave / Newton Dr
13444082,Yonge St / Abitibi Ave
13443870,Steeles Ave E / Yonge St / Steeles Ave W
13443782,Steeles Ave E / Dumont St
13448844,Sheppard Ave W / Bangor Rd
13447323,Bayview Ave / Hollywood Ave / Foxwarren Dr
13447057,Bayview Ave / Hillcrest Ave
13446795,Bayview Ave / Empress Ave / Citation Dr
13446562,Bayview Ave / Parkview Ave
13446302,Bayview Ave / Mckee Ave
13446100,Bayview Ave / Chiswell Cres
13452469,Bayview Ave / Post Rd
13452140,Bayview Ave / The Bridle Path
13446864,Finch Ave W / Ancona St
13446806,Finch Ave W / Endell St
13446724,Finch Ave W / Clarkhill St
13448244,Yonge St / Upper Madison Ave
13448605,Sheppard Ave E / Doris Ave
13451833,Yonge Blvd / Esgore Dr
13451789,Wilson Ave / Yonge Blvd
13450770,Yonge St / William Carson Cres
13451896,Yonge St / Mill St
13448067,Senlac Rd / Park Home Ave
13447478,Senlac Rd / Churchill Ave
13447728,Senlac Rd / Ellerslie Ave
13448857,Senlac Rd / Elmhurst Ave
13448636,Senlac Rd / Burnett Ave
13443911,Willowdale Ave / Abitibi Ave
13444119,Otonabee Ave / Willowdale Ave
13443721,Steeles Ave E / Willowdale Ave
13443657,Steeles Ave E / Lillian St
13451259,York Mills Rd / York Ridge Rd
13451157,York Mills Rd / Hedgewood Rd
13445959,Finch Ave E / Dudley Ave
13445882,Finch Ave E / Willowdale Ave
13445655,Willowdale Ave / Bishop Ave
13450581,Owen Blvd / Upper Highland Cres
13450017,Yonge St / Lord Seaton Rd
13447143,Senlac Rd / Hounslow Ave
13446860,Senlac Rd / Lurgan Dr
13446380,Hendon Ave / Grantbrook St
13446625,Finch Ave W / Grantbrook St
13446584,Finch Ave W / Senlac Rd
13446163,Blake Ave / Grantbrook St
13446513,Finch Ave W / Carney Rd
13448501,Sheppard Ave E / Kenneth Ave / Leona Dr
13445652,Finch Ave E / Hayes Lane / Maxome Ave
13444841,Cummer Ave / Willow Heights Crt
13448418,Sheppard Ave E / Dudley Ave
13448917,Yonge St / Poyntz Ave
13449877,Lord Seaton Rd / Upper Canada Dr
13448338,Sheppard Ave E / Willowdale Ave
13445145,Cummer Ave / Silverview Dr
13445380,Willowdale Ave / Revcoe Dr
13445267,Willowdale Ave / Silverview Dr / Newtonbrook Park Trl
13449654,Upper Canada Dr / Oaken Gateway
13450273,The Links Rd / Tournament Dr
13449989,Lord Seaton Rd / The Links Rd
13450215,Tournament Dr / Upper Highland Cres
13446359,Finch Ave W / Talbot Rd
13448115,Greenfield Ave / Willowdale Ave
13448022,Willowdale Ave / Spring Garden Ave
13447772,Hollywood Ave / Willowdale Ave
13447625,Elmwood Ave / Willowdale Ave
13447507,Willowdale Ave / Hillcrest Ave
13444752,Maxome Ave / Cummer Ave
13444658,Willowdale Ave / Northwood Dr
13444463,Willowdale Ave / Centre Ave
13444306,Willowdale Ave / Newton Dr
13449377,Upper Canada Dr / Normandale Cres
13449173,Fairmeadow Ave / Upper Canada Dr
13451068,York Mills Rd / Highland Cres / Upper Highland Cres
13450973,York Mills Rd / Cedarwood Ave
13446218,Finch Ave W / Beecroft Rd / Greenview Ave
13447144,Yonge St / Norton Ave
13446936,Yonge St / Church Ave / Churchill Ave
13446725,Yonge St / Horsham Ave / Northtown Way
13445569,Finch Ave E / Estelle Ave
13445813,Bayview Ave / Byng Ave
13445687,Bayview Ave / Holmes Ave
13445452,Finch Ave E / Bayview Ave / Revcoe Ravine / Don River E Branch
13450870,York Mills Rd / Birchwood Ave
13450773,York Mills Rd / Fenn Ave
13451853,Bayview Ave / Country Lane
13451543,Bayview Ave / Bayview Ridge
13451275,Bayview Ave / Valley Rd
14646572,Antibes Dr Torresdale Ave Ramp / Antibes Dr
13445937,Antibes Dr / Plum Treeway
13446504,Yonge St / Kempford Blvd
13445027,Willowdale Ave / Cummer Ave
13444823,Willowdale Ave / Wedgewood Dr
13445797,Finch Ave E / Longmore St
13445721,Finch Ave E / Wilfred Ave
13450684,York Mills Rd / Glenridge Ave
13450611,York Mills Rd / Bayview Ave
13450910,Bayview Ave / York Rd / Wilket Rd
13446031,Bathurst St / Drewry Ave / Antibes Dr
13445659,Bathurst St / Cedarcroft Blvd / Patricia Ave
13445431,Bathurst St / Rockford Rd / Dewlane Dr
13445902,Drewry Ave / Marathon Cres
13445799,Drewry Ave / Lister Dr
13446040,Finch Ave E / Kenneth Ave / Doris Ave
13454606,Mount Pleasant Rd / St Leonard'S Ave
13454880,Mount Pleasant Rd / Glengowan Rd
13448958,Lord Seaton Rd / Upper Canada Dr
13449216,Toba Dr / Montressor Dr
13449402,Fifeshire Rd / Toba Dr
13449082,Montressor Dr / Troon Crt
13448880,Fifeshire Rd / Carluke Cres
13450012,Bayview Ave / Heathcote Ave
13445005,Peckham Ave / Pleasant Ave
13444656,Steeles Ave W / Carpenter Rd
13444609,Bathurst St / Steeles Ave W
13444801,Bathurst St / Greenwin Village Rd
13444756,Greenwin Village Rd / Regatta Cres
13444683,Greenwin Village Rd / Elise Ter
13444596,Greenwin Village Rd / Village Gt
13444464,Steeles Ave W / Village Gt
13444497,Peckham Ave / Cactus Ave
13444337,Steeles Ave W / Cactus Ave
13445981,Charlton Blvd / Grantbrook St
13447372,Willowdale Ave / Princess Ave
13447240,Willowdale Ave / Empress Ave
13447109,Kingsdale Ave / Willowdale Ave
13446992,Willowdale Ave / Parkview Ave
13446868,Willowdale Ave / Norton Ave
13446622,Willowdale Ave / Church Ave
13446272,Willowdale Ave / Byng Ave
13446154,Willowdale Ave / Holmes Ave
13454505,Mount Pleasant Rd / Dinnick Cres
13454390,Mount Pleasant Rd / Lawrence Cres
13449593,Bayview Ave / Fife Rd / Fifeshire Rd
13449101,Bayview Ave / Forest Heights Blvd
13445686,Drewry Ave / Grantbrook St
13445619,Cactus Ave / Drewry Ave
13445540,Drewry Ave / Norwin St
13445370,Cactus Ave / Connaught Ave
13445177,Homewood Ave / Cactus Ave
13445047,Goulding Ave / Cactus Ave
13444929,Cactus Ave / Pleasant Ave
13448247,Sheppard Ave E / Longmore St
13448166,Sheppard Ave E / Wilfred Ave
13454100,Mount Pleasant Rd / Lawrence Ave E
13454004,Lawrence Ave E / Ronan Ave
13453919,Mount Pleasant Rd / Wanless Ave
13453954,Lawrence Ave E / Wanless Cres
13445427,Hilda Ave / Drewry Ave
13448117,Sheppard Ave E / Calvin Ave
13448037,Sheppard Ave E / Clairtrell Rd
13447573,Bayview Ave / Spring Garden Ave
13448784,Fifeshire Rd / Carluke Cres / Caldy Crt
13448765,Bayview Ave / Fifeshire Rd / Truman Rd / Bayview N 401 C E Ramp
13453863,Lawrence Ave E / Wanless Cres / Ww E Wanless N Lawrence
13448217,Bathurst St / Ellerslie Ave / Carscadden Dr
13467160,The Esplanade / Church St
13444342,Cummer Ave / Snowcrest Ave
13466914,Front St E / Farquhars Lane
13467011,Lower Jarvis St / The Esplanade
13467665,Queens Quay E / Lower Jarvis St
