INT_ID,int_lon,int_lat,stop_id,stop_lon,stop_lat,dist
13467630,-79.504370932,43.646031489,5791.0,-79.50445,43.646038,8.792961682927894
13467650,-79.416303469,43.644725611,5210.0,-79.416116,43.644425,21.73095385243677
13467650,-79.416303469,43.644725611,491.0,-79.416858,43.644514,61.81238304970754
13467650,-79.416303469,43.644725611,2140.0,-79.416552,43.644573,27.810629427016078
13467654,-79.400097086,43.644453991,5279.0,-79.39994,43.644526,17.529181018353622
13467654,-79.400097086,43.644453991,6669.0,-79.400197,43.644358,11.282105289632367
13467665,-79.369000022,43.643938703,14897.0,-79.367659,43.643929,149.1151817459252
13467665,-79.369000022,43.643938703,4166.0,-79.367008,43.644716,222.07632717794976
13467665,-79.369000022,43.643938703,4706.0,-79.36916,43.644389,20.044081165955614
13467665,-79.369000022,43.643938703,14936.0,-79.369389,43.643866,43.27814410429696
13467665,-79.369000022,43.643938703,15154.0,-79.368393,43.644045,67.53307419015688
13467682,-79.429519085,43.644636492,8256.0,-79.429687,43.644809,19.000009393694445
13467682,-79.429519085,43.644636492,6952.0,-79.429392,43.644484,14.46952854045533
13467689,-79.559992312,43.646303302,6538.0,-79.559781,43.646413,23.600589615839844
13467689,-79.559992312,43.646303302,5836.0,-79.559968,43.645895,8.659749847965696
13467689,-79.559992312,43.646303302,4207.0,-79.559445,43.646257,60.86555267119931
13467689,-79.559992312,43.646303302,5485.0,-79.559728,43.646093,29.694101539980913
13467691,-79.47715735,43.645194714,2944.0,-79.476632,43.645273,58.437965002440215
13467695,-79.388717764,43.643969572,15334.0,-79.388871,43.643856,17.19704749500007
13467695,-79.388717764,43.643969572,15320.0,-79.388504,43.644127,23.987090544502955
13467698,-79.456254701,43.644884637,1391.0,-79.456362,43.644985,12.104618394398354
13467698,-79.456254701,43.644884637,718.0,-79.456071,43.644739,20.64047535604273
13467715,-79.418861992,43.644204298,13624.0,-79.418876,43.64419,1.5847439036203848
13467715,-79.418861992,43.644204298,9071.0,-79.418613,43.644277,27.726453794384454
13467715,-79.418861992,43.644204298,9390.0,-79.419033,43.644495,19.920131383626
13467715,-79.418861992,43.644204298,3131.0,-79.419017,43.644819,21.321744480619504
13467715,-79.418861992,43.644204298,9093.0,-79.419069,43.644076,23.166856867369823
13467722,-79.402705536,43.643926314,2253.0,-79.402904,43.643808,22.200449089981706
13467722,-79.402705536,43.643926314,13009.0,-79.402692,43.643918,1.5147084099166952
13467722,-79.402705536,43.643926314,5469.0,-79.402858,43.644075,17.223741009938717
13467722,-79.402705536,43.643926314,7211.0,-79.402301,43.644066,45.07302172692137
13467722,-79.402705536,43.643926314,15214.0,-79.402537,43.643846,18.81220431192954
13467722,-79.402705536,43.643926314,15213.0,-79.402824,43.64398,13.218282938162597
13467726,-79.47839522,43.644940085,2553.0,-79.478152,43.645005,27.076969262832936
13467726,-79.47839522,43.644940085,14572.0,-79.478204,43.644801,21.449455434660226
13467752,-79.375477773,43.643313896,7363.0,-79.375083,43.642778,45.250845205952885
13467763,-79.391285682,43.643421237,15321.0,-79.391171,43.642983,15.591620644463514
13467763,-79.391285682,43.643421237,15333.0,-79.390674,43.643463,68.0214022605678
13467795,-79.405285737,43.643402965,954.0,-79.405053,43.643495,25.9475235066203
13467795,-79.405285737,43.643402965,2452.0,-79.405383,43.643342,10.88674976628095
13467813,-79.536786405,43.645051332,7767.0,-79.536578,43.644957,23.251772403696805
13467813,-79.536786405,43.645051332,9398.0,-79.536924,43.645106,15.339661247084724
13467817,-79.422410291,43.643491558,9335.0,-79.422092,43.643568,35.42677170864396
13467817,-79.422410291,43.643491558,8263.0,-79.422528,43.643393,13.242360701521834
13467838,-79.59006302,43.645511762,6842.0,-79.5901,43.645356,5.167444557006891
13467854,-79.37306563,43.642480881,14894.0,-79.373123,43.64237,6.7723491346626465
13467854,-79.37306563,43.642480881,14569.0,-79.372935,43.642644,14.905572674327223
13467856,-79.393928862,43.642738992,6953.0,-79.39421,43.642951,31.560837195289515
13467856,-79.393928862,43.642738992,8068.0,-79.393974,43.643074,8.497069947548363
13467859,-79.40771868,43.642909624,2333.0,-79.407534,43.642989,20.599499456561958
13467859,-79.40771868,43.642909624,3039.0,-79.40778,43.642878,6.849052118140286
13467882,-79.424798449,43.643016998,5899.0,-79.424487,43.642995,34.634506081982444
13467882,-79.424798449,43.643016998,6616.0,-79.424579,43.643063,24.41970087609208
13467909,-79.377461613,43.642078384,10390.0,-79.377087,43.641449,43.60717009652799
13467909,-79.377461613,43.642078384,14959.0,-79.377779,43.643114,41.1838612120114
13467909,-79.377461613,43.642078384,7536.0,-79.377301,43.641702,19.454516508491178
