origin,destination,total,type
214,57,51,raw_am
214,58,36,raw_am
214,60,14,raw_am
214,63,15,raw_am
214,66,17,raw_am
214,106,38,raw_am
214,189,14,raw_am
214,202,15,raw_am
214,204,76,raw_am
214,295,6,raw_am
214,358,20,raw_am
214,444,38,raw_am
214,454,19,raw_am
215,55,14,raw_am
215,57,22,raw_am
215,59,18,raw_am
216,36,14,raw_am
216,38,11,raw_am
216,45,23,raw_am
216,49,19,raw_am
216,54,31,raw_am
216,55,100,raw_am
216,56,55,raw_am
216,57,113,raw_am
216,68,12,raw_am
216,170,15,raw_am
216,189,24,raw_am
216,195,14,raw_am
216,214,12,raw_am
216,215,57,raw_am
216,216,24,raw_am
216,218,24,raw_am
216,225,19,raw_am
216,259,30,raw_am
216,260,23,raw_am
216,391,20,raw_am
216,430,21,raw_am
216,443,34,raw_am
216,450,16,raw_am
216,451,14,raw_am
216,463,13,raw_am
216,484,20,raw_am
217,42,23,raw_am
217,49,52,raw_am
217,54,17,raw_am
217,55,39,raw_am
217,57,106,raw_am
217,63,24,raw_am
217,69,26,raw_am
217,78,12,raw_am
217,96,32,raw_am
217,173,18,raw_am
217,197,23,raw_am
217,203,28,raw_am
217,204,36,raw_am
217,211,45,raw_am
217,231,44,raw_am
218,51,25,raw_am
218,55,30,raw_am
218,57,14,raw_am
218,63,9,raw_am
218,197,9,raw_am
218,456,23,raw_am
219,20,15,raw_am
219,35,56,raw_am
219,39,64,raw_am
219,45,25,raw_am
219,54,56,raw_am
219,57,21,raw_am
219,60,45,raw_am
219,65,24,raw_am
219,68,15,raw_am
219,69,33,raw_am
219,107,5,raw_am
219,210,27,raw_am
219,452,47,raw_am
219,566,65,raw_am
220,78,5,raw_am
220,116,29,raw_am
220,211,82,raw_am
222,4,30,raw_am
222,37,36,raw_am
222,38,163,raw_am
222,47,81,raw_am
222,50,15,raw_am
222,53,53,raw_am
222,54,86,raw_am
222,55,50,raw_am
222,63,22,raw_am
222,65,13,raw_am
222,73,18,raw_am
222,195,101,raw_am
222,210,50,raw_am
222,223,122,raw_am
222,231,82,raw_am
222,233,29,raw_am
222,250,13,raw_am
222,251,11,raw_am
222,262,33,raw_am
222,264,27,raw_am
222,275,20,raw_am
222,284,17,raw_am
222,289,19,raw_am
222,313,5,raw_am
222,444,5,raw_am
222,453,12,raw_am
222,476,51,raw_am
222,525,35,raw_am
222,529,16,raw_am
222,540,27,raw_am
222,606,24,raw_am
222,610,14,raw_am
223,25,211,raw_am
223,36,16,raw_am
223,37,63,raw_am
223,38,120,raw_am
223,42,32,raw_am
223,43,14,raw_am
223,49,37,raw_am
223,50,36,raw_am
223,51,14,raw_am
223,52,77,raw_am
223,53,52,raw_am
223,54,20,raw_am
223,55,71,raw_am
223,56,106,raw_am
223,57,52,raw_am
223,63,11,raw_am
223,68,26,raw_am
223,69,92,raw_am
223,74,19,raw_am
223,75,13,raw_am
223,202,25,raw_am
223,204,54,raw_am
223,212,72,raw_am
223,217,54,raw_am
223,218,16,raw_am
223,223,37,raw_am
223,229,30,raw_am
223,230,21,raw_am
223,241,198,raw_am
223,242,15,raw_am
223,246,15,raw_am
223,258,22,raw_am
223,259,7,raw_am
223,264,82,raw_am
223,284,8,raw_am
223,391,36,raw_am
223,452,48,raw_am
223,463,20,raw_am
223,484,80,raw_am
223,491,52,raw_am
223,493,77,raw_am
223,505,58,raw_am
223,527,7,raw_am
223,592,26,raw_am
224,55,13,raw_am
224,57,9,raw_am
224,180,18,raw_am
224,225,18,raw_am
227,45,11,raw_am
227,56,54,raw_am
227,57,13,raw_am
227,66,19,raw_am
227,192,54,raw_am
227,230,63,raw_am
227,234,15,raw_am
228,25,18,raw_am
228,36,25,raw_am
228,52,36,raw_am
228,55,20,raw_am
228,57,59,raw_am
228,63,17,raw_am
228,231,22,raw_am
228,430,17,raw_am
228,444,17,raw_am
229,36,17,raw_am
229,37,11,raw_am
229,38,17,raw_am
229,45,22,raw_am
229,55,15,raw_am
229,56,54,raw_am
229,57,82,raw_am
229,66,17,raw_am
229,68,21,raw_am
229,73,17,raw_am
229,173,27,raw_am
229,189,21,raw_am
229,484,28,raw_am
229,566,35,raw_am
230,25,32,raw_am
230,36,40,raw_am
230,54,37,raw_am
230,55,51,raw_am
230,56,59,raw_am
230,68,19,raw_am
230,69,73,raw_am
230,70,79,raw_am
230,71,28,raw_am
230,78,37,raw_am
230,104,11,raw_am
230,182,17,raw_am
230,195,19,raw_am
230,233,22,raw_am
230,413,22,raw_am
230,470,45,raw_am
230,476,22,raw_am
230,585,32,raw_am
230,594,19,raw_am
232,35,20,raw_am
232,36,27,raw_am
232,38,34,raw_am
232,59,15,raw_am
232,60,14,raw_am
232,68,74,raw_am
232,169,20,raw_am
232,187,26,raw_am
232,242,49,raw_am
232,261,16,raw_am
232,278,54,raw_am
232,443,18,raw_am
232,444,57,raw_am
232,481,99,raw_am
232,503,46,raw_am
232,603,74,raw_am
233,25,43,raw_am
233,29,92,raw_am
233,45,49,raw_am
233,52,22,raw_am
233,53,8,raw_am
233,54,9,raw_am
233,55,41,raw_am
233,56,12,raw_am
233,57,18,raw_am
233,59,9,raw_am
233,60,14,raw_am
233,69,14,raw_am
233,70,18,raw_am
233,187,77,raw_am
233,196,51,raw_am
233,204,36,raw_am
233,210,22,raw_am
233,211,32,raw_am
233,239,60,raw_am
233,253,19,raw_am
233,443,62,raw_am
233,493,84,raw_am
233,501,5,raw_am
233,503,27,raw_am
233,504,28,raw_am
234,23,23,raw_am
234,51,41,raw_am
234,55,14,raw_am
234,57,24,raw_am
234,58,17,raw_am
234,65,19,raw_am
234,147,17,raw_am
234,195,13,raw_am
234,201,11,raw_am
234,219,18,raw_am
234,230,35,raw_am
234,239,27,raw_am
234,241,22,raw_am
234,484,42,raw_am
234,542,12,raw_am
234,546,28,raw_am
235,57,64,raw_am
235,241,12,raw_am
236,55,12,raw_am
236,65,29,raw_am
236,459,30,raw_am
237,36,66,raw_am
237,68,41,raw_am
237,69,11,raw_am
237,203,44,raw_am
237,223,24,raw_am
237,225,30,raw_am
238,43,26,raw_am
238,49,23,raw_am
238,68,67,raw_am
238,69,11,raw_am
238,75,37,raw_am
238,210,23,raw_am
238,218,26,raw_am
238,229,14,raw_am
238,230,14,raw_am
238,242,11,raw_am
238,620,16,raw_am
239,20,56,raw_am
239,38,31,raw_am
239,45,42,raw_am
239,52,11,raw_am
239,55,10,raw_am
239,57,16,raw_am
239,65,16,raw_am
239,66,61,raw_am
239,69,17,raw_am
239,187,37,raw_am
239,210,36,raw_am
239,229,25,raw_am
239,230,9,raw_am
239,231,10,raw_am
239,238,14,raw_am
239,249,31,raw_am
239,293,32,raw_am
239,452,53,raw_am
239,459,12,raw_am
239,566,21,raw_am
240,506,67,raw_am
241,25,30,raw_am
241,38,24,raw_am
241,55,67,raw_am
241,57,26,raw_am
241,60,9,raw_am
241,68,7,raw_am
241,69,26,raw_am
241,202,15,raw_am
241,209,14,raw_am
241,230,37,raw_am
241,579,48,raw_am
242,59,14,raw_am
242,210,40,raw_am
242,212,27,raw_am
242,229,14,raw_am
242,243,6,raw_am
242,259,18,raw_am
242,442,9,raw_am
242,484,15,raw_am
242,607,11,raw_am
243,50,13,raw_am
243,51,13,raw_am
243,54,19,raw_am
243,60,14,raw_am
243,65,10,raw_am
243,75,9,raw_am
243,101,14,raw_am
243,204,11,raw_am
243,210,30,raw_am
243,218,20,raw_am
243,223,13,raw_am
243,242,17,raw_am
243,311,14,raw_am
243,318,14,raw_am
243,436,9,raw_am
243,443,9,raw_am
243,579,27,raw_am
244,38,33,raw_am
244,51,18,raw_am
244,52,16,raw_am
244,55,8,raw_am
244,56,24,raw_am
244,89,31,raw_am
244,187,17,raw_am
244,230,31,raw_am
244,239,68,raw_am
244,241,40,raw_am
244,444,8,raw_am
244,490,16,raw_am
244,505,16,raw_am
244,526,31,raw_am
245,38,23,raw_am
245,40,55,raw_am
245,45,19,raw_am
245,55,6,raw_am
245,56,73,raw_am
245,57,31,raw_am
245,67,19,raw_am
245,221,129,raw_am
245,241,101,raw_am
245,452,23,raw_am
245,486,129,raw_am
246,425,20,raw_am
247,25,73,raw_am
247,36,12,raw_am
247,43,16,raw_am
247,57,46,raw_am
247,65,10,raw_am
247,70,58,raw_am
247,157,34,raw_am
247,217,42,raw_am
247,234,23,raw_am
247,239,55,raw_am
247,262,107,raw_am
247,275,67,raw_am
247,538,67,raw_am
247,542,60,raw_am
248,20,30,raw_am
248,25,11,raw_am
248,37,14,raw_am
248,42,22,raw_am
248,45,44,raw_am
248,46,31,raw_am
248,48,13,raw_am
248,52,14,raw_am
248,57,57,raw_am
248,66,11,raw_am
248,67,14,raw_am
248,71,15,raw_am
248,98,16,raw_am
248,101,44,raw_am
248,223,16,raw_am
248,259,30,raw_am
248,371,17,raw_am
249,20,79,raw_am
249,21,47,raw_am
249,25,18,raw_am
249,29,53,raw_am
249,36,86,raw_am
249,38,14,raw_am
249,39,16,raw_am
249,43,30,raw_am
249,48,35,raw_am
249,52,64,raw_am
249,53,42,raw_am
249,54,46,raw_am
249,55,35,raw_am
249,57,44,raw_am
249,60,48,raw_am
249,62,48,raw_am
249,63,17,raw_am
249,66,40,raw_am
249,77,20,raw_am
249,78,29,raw_am
249,125,31,raw_am
249,161,36,raw_am
249,210,47,raw_am
249,211,65,raw_am
249,212,15,raw_am
249,214,23,raw_am
249,217,53,raw_am
249,218,25,raw_am
249,234,22,raw_am
249,239,13,raw_am
249,249,31,raw_am
249,252,52,raw_am
249,259,66,raw_am
249,282,20,raw_am
249,290,17,raw_am
249,442,42,raw_am
249,464,47,raw_am
249,484,31,raw_am
249,538,32,raw_am
249,540,38,raw_am
249,542,14,raw_am
249,557,12,raw_am
249,563,37,raw_am
249,564,23,raw_am
249,566,56,raw_am
249,606,35,raw_am
250,1,8,raw_am
250,21,11,raw_am
250,25,17,raw_am
250,36,16,raw_am
250,40,11,raw_am
250,43,21,raw_am
250,45,28,raw_am
250,47,20,raw_am
250,49,12,raw_am
250,51,68,raw_am
250,54,96,raw_am
250,55,86,raw_am
250,56,39,raw_am
250,57,29,raw_am
250,60,20,raw_am
250,65,29,raw_am
250,66,20,raw_am
250,68,12,raw_am
250,69,51,raw_am
250,70,108,raw_am
250,75,18,raw_am
250,90,14,raw_am
250,91,41,raw_am
250,114,83,raw_am
250,160,15,raw_am
250,204,54,raw_am
250,217,36,raw_am
250,248,20,raw_am
250,264,12,raw_am
250,270,13,raw_am
250,276,12,raw_am
250,277,32,raw_am
250,282,14,raw_am
250,290,7,raw_am
250,313,16,raw_am
250,391,21,raw_am
250,441,13,raw_am
250,484,85,raw_am
250,522,21,raw_am
250,528,173,raw_am
250,540,6,raw_am
250,545,8,raw_am
250,546,170,raw_am
250,587,16,raw_am
250,599,17,raw_am
251,14,9,raw_am
251,21,22,raw_am
251,29,53,raw_am
251,36,13,raw_am
251,38,14,raw_am
251,39,12,raw_am
251,41,57,raw_am
251,42,14,raw_am
251,46,30,raw_am
251,47,14,raw_am
251,54,9,raw_am
251,56,70,raw_am
251,57,28,raw_am
251,58,30,raw_am
251,61,30,raw_am
251,63,11,raw_am
251,64,45,raw_am
251,65,45,raw_am
251,66,17,raw_am
251,69,26,raw_am
251,70,17,raw_am
251,75,21,raw_am
251,77,14,raw_am
251,90,43,raw_am
251,95,12,raw_am
251,125,13,raw_am
251,211,23,raw_am
251,217,15,raw_am
251,218,21,raw_am
251,243,69,raw_am
251,258,53,raw_am
251,259,48,raw_am
251,271,9,raw_am
251,272,37,raw_am
251,371,14,raw_am
251,442,59,raw_am
251,443,41,raw_am
251,529,38,raw_am
251,558,39,raw_am
251,615,34,raw_am
252,25,92,raw_am
252,38,13,raw_am
252,39,15,raw_am
252,41,24,raw_am
252,43,39,raw_am
252,47,18,raw_am
252,51,20,raw_am
252,54,23,raw_am
252,55,37,raw_am
252,56,10,raw_am
252,57,17,raw_am
252,63,9,raw_am
252,65,33,raw_am
252,67,33,raw_am
252,68,15,raw_am
252,69,32,raw_am
252,78,11,raw_am
252,203,11,raw_am
252,209,13,raw_am
252,210,29,raw_am
252,218,29,raw_am
252,257,18,raw_am
252,267,39,raw_am
252,269,19,raw_am
252,313,11,raw_am
252,442,15,raw_am
252,443,11,raw_am
252,454,17,raw_am
252,493,19,raw_am
252,545,18,raw_am
253,15,23,raw_am
253,20,5,raw_am
253,25,12,raw_am
253,42,39,raw_am
253,47,56,raw_am
253,48,8,raw_am
253,50,25,raw_am
253,51,41,raw_am
253,52,26,raw_am
253,54,68,raw_am
253,55,23,raw_am
253,57,12,raw_am
253,65,30,raw_am
253,66,23,raw_am
253,69,5,raw_am
253,72,20,raw_am
253,123,8,raw_am
253,205,50,raw_am
253,212,50,raw_am
253,257,10,raw_am
253,289,67,raw_am
253,528,50,raw_am
254,36,104,raw_am
254,43,15,raw_am
254,50,13,raw_am
254,51,17,raw_am
254,55,109,raw_am
254,65,13,raw_am
254,74,50,raw_am
254,78,47,raw_am
254,252,37,raw_am
254,267,22,raw_am
254,275,37,raw_am
254,323,50,raw_am
254,525,34,raw_am
255,51,29,raw_am
255,54,13,raw_am
255,57,138,raw_am
255,60,6,raw_am
255,68,15,raw_am
255,69,19,raw_am
255,89,13,raw_am
255,173,33,raw_am
255,202,41,raw_am
255,203,51,raw_am
255,210,22,raw_am
255,272,19,raw_am
255,288,17,raw_am
256,20,31,raw_am
256,21,4,raw_am
256,38,29,raw_am
256,42,15,raw_am
256,45,19,raw_am
256,49,12,raw_am
256,51,64,raw_am
256,54,43,raw_am
256,55,22,raw_am
256,59,7,raw_am
256,60,16,raw_am
256,65,8,raw_am
256,66,23,raw_am
256,68,34,raw_am
256,89,35,raw_am
256,117,12,raw_am
256,124,15,raw_am
256,197,9,raw_am
256,210,12,raw_am
256,273,13,raw_am
256,275,17,raw_am
256,300,43,raw_am
256,391,9,raw_am
256,505,19,raw_am
257,25,16,raw_am
257,36,6,raw_am
257,37,12,raw_am
257,41,12,raw_am
257,49,14,raw_am
257,53,30,raw_am
257,55,11,raw_am
257,57,92,raw_am
257,66,53,raw_am
257,67,16,raw_am
257,116,6,raw_am
257,173,15,raw_am
257,201,11,raw_am
257,210,90,raw_am
257,257,53,raw_am
257,264,16,raw_am
257,290,70,raw_am
257,442,19,raw_am
257,452,16,raw_am
257,522,9,raw_am
257,594,49,raw_am
258,26,7,raw_am
258,35,7,raw_am
258,36,6,raw_am
258,37,70,raw_am
258,43,10,raw_am
258,44,21,raw_am
258,49,12,raw_am
258,51,15,raw_am
258,52,19,raw_am
258,53,18,raw_am
258,55,22,raw_am
258,56,16,raw_am
258,57,26,raw_am
258,63,11,raw_am
258,66,21,raw_am
258,67,26,raw_am
258,71,19,raw_am
258,74,8,raw_am
258,107,8,raw_am
258,202,45,raw_am
258,203,17,raw_am
258,217,24,raw_am
258,252,21,raw_am
258,266,55,raw_am
258,273,15,raw_am
258,313,15,raw_am
258,314,21,raw_am
258,391,12,raw_am
258,452,4,raw_am
258,542,18,raw_am
258,578,12,raw_am
258,601,14,raw_am
259,25,47,raw_am
259,36,20,raw_am
259,38,18,raw_am
259,40,4,raw_am
259,41,14,raw_am
259,42,9,raw_am
259,49,12,raw_am
259,51,11,raw_am
259,52,26,raw_am
259,54,18,raw_am
259,55,61,raw_am
259,56,17,raw_am
259,57,10,raw_am
259,66,9,raw_am
259,75,14,raw_am
259,77,8,raw_am
259,144,20,raw_am
259,260,10,raw_am
259,262,10,raw_am
259,313,12,raw_am
259,320,27,raw_am
259,431,27,raw_am
259,529,102,raw_am
259,540,37,raw_am
259,542,12,raw_am
260,484,26,raw_am
261,57,27,raw_am
261,209,15,raw_am
261,212,15,raw_am
261,252,28,raw_am
261,391,29,raw_am
262,35,23,raw_am
262,47,13,raw_am
262,55,15,raw_am
262,59,17,raw_am
262,60,15,raw_am
262,65,23,raw_am
262,68,11,raw_am
262,187,14,raw_am
262,392,15,raw_am
263,5,14,raw_am
263,21,8,raw_am
263,35,11,raw_am
263,36,20,raw_am
263,44,37,raw_am
263,49,16,raw_am
263,50,14,raw_am
263,51,8,raw_am
263,57,26,raw_am
263,63,4,raw_am
263,65,45,raw_am
263,68,35,raw_am
263,74,15,raw_am
263,90,14,raw_am
263,179,11,raw_am
263,203,15,raw_am
263,205,8,raw_am
263,217,64,raw_am
263,218,4,raw_am
263,241,18,raw_am
263,263,17,raw_am
263,267,12,raw_am
263,313,49,raw_am
263,439,12,raw_am
263,442,41,raw_am
263,443,17,raw_am
264,21,15,raw_am
264,29,71,raw_am
264,37,26,raw_am
264,39,9,raw_am
264,49,9,raw_am
264,50,24,raw_am
264,51,13,raw_am
264,53,5,raw_am
264,57,12,raw_am
264,60,15,raw_am
264,65,37,raw_am
264,66,6,raw_am
264,67,102,raw_am
264,71,102,raw_am
264,212,12,raw_am
264,217,20,raw_am
264,218,18,raw_am
264,222,27,raw_am
264,282,42,raw_am
264,290,29,raw_am
264,307,8,raw_am
264,371,10,raw_am
264,394,22,raw_am
264,441,15,raw_am
264,442,16,raw_am
264,443,16,raw_am
264,452,12,raw_am
264,473,5,raw_am
265,38,33,raw_am
265,54,44,raw_am
265,55,5,raw_am
265,65,13,raw_am
265,68,41,raw_am
265,69,5,raw_am
265,89,7,raw_am
265,90,55,raw_am
265,105,7,raw_am
265,180,46,raw_am
265,187,7,raw_am
265,211,9,raw_am
265,220,5,raw_am
265,231,16,raw_am
265,271,5,raw_am
265,359,33,raw_am
265,393,56,raw_am
265,442,46,raw_am
265,484,7,raw_am
266,23,44,raw_am
266,26,9,raw_am
266,36,12,raw_am
266,48,20,raw_am
266,49,10,raw_am
266,53,22,raw_am
266,54,22,raw_am
266,55,46,raw_am
266,56,28,raw_am
266,57,22,raw_am
266,89,26,raw_am
266,90,7,raw_am
266,202,15,raw_am
266,210,9,raw_am
266,211,57,raw_am
266,252,23,raw_am
266,256,29,raw_am
266,264,10,raw_am
266,443,26,raw_am
266,452,23,raw_am
266,525,10,raw_am
266,564,30,raw_am
267,37,4,raw_am
267,48,10,raw_am
267,49,5,raw_am
267,55,26,raw_am
267,57,23,raw_am
267,77,4,raw_am
267,89,18,raw_am
267,139,27,raw_am
267,236,5,raw_am
267,271,8,raw_am
267,546,24,raw_am
268,16,6,raw_am
268,23,14,raw_am
268,49,102,raw_am
268,54,34,raw_am
268,55,4,raw_am
268,60,34,raw_am
268,66,15,raw_am
268,71,11,raw_am
268,72,27,raw_am
268,93,5,raw_am
268,222,34,raw_am
269,36,9,raw_am
269,37,9,raw_am
269,38,34,raw_am
269,50,12,raw_am
269,51,15,raw_am
269,52,37,raw_am
269,55,27,raw_am
269,57,20,raw_am
269,59,7,raw_am
269,65,14,raw_am
269,72,19,raw_am
269,75,60,raw_am
269,77,6,raw_am
269,98,8,raw_am
269,109,14,raw_am
269,210,15,raw_am
269,211,136,raw_am
269,223,29,raw_am
269,228,14,raw_am
269,271,15,raw_am
270,36,9,raw_am
270,40,36,raw_am
270,48,29,raw_am
270,50,49,raw_am
270,51,22,raw_am
270,54,39,raw_am
270,57,28,raw_am
270,65,6,raw_am
270,66,60,raw_am
270,67,48,raw_am
270,76,5,raw_am
270,77,48,raw_am
270,187,39,raw_am
270,273,15,raw_am
270,275,39,raw_am
270,350,28,raw_am
270,597,48,raw_am
271,14,32,raw_am
271,23,10,raw_am
271,37,10,raw_am
271,38,59,raw_am
271,42,13,raw_am
271,45,12,raw_am
271,46,38,raw_am
271,47,39,raw_am
271,48,5,raw_am
271,52,22,raw_am
271,55,13,raw_am
271,57,80,raw_am
271,63,12,raw_am
271,65,46,raw_am
271,66,5,raw_am
271,68,33,raw_am
271,69,4,raw_am
271,228,45,raw_am
271,257,38,raw_am
271,269,59,raw_am
271,282,12,raw_am
271,452,11,raw_am
271,493,81,raw_am
272,38,11,raw_am
272,46,5,raw_am
272,54,22,raw_am
272,55,49,raw_am
272,56,18,raw_am
272,59,4,raw_am
272,67,14,raw_am
272,70,20,raw_am
272,72,20,raw_am
272,212,5,raw_am
272,301,20,raw_am
272,566,51,raw_am
273,25,13,raw_am
273,32,7,raw_am
273,36,17,raw_am
273,44,5,raw_am
273,51,15,raw_am
273,55,8,raw_am
273,65,18,raw_am
273,68,5,raw_am
273,70,15,raw_am
273,71,7,raw_am
273,90,23,raw_am
273,96,6,raw_am
273,181,36,raw_am
273,187,24,raw_am
273,287,40,raw_am
273,443,26,raw_am
273,454,22,raw_am
274,4,10,raw_am
274,48,6,raw_am
274,51,126,raw_am
274,55,11,raw_am
274,57,19,raw_am
274,65,55,raw_am
274,68,12,raw_am
274,252,19,raw_am
274,271,100,raw_am
275,35,12,raw_am
275,38,12,raw_am
275,47,23,raw_am
275,49,23,raw_am
275,51,12,raw_am
275,53,4,raw_am
275,491,22,raw_am
276,36,14,raw_am
276,47,26,raw_am
276,50,21,raw_am
276,51,18,raw_am
276,54,5,raw_am
276,57,10,raw_am
276,59,5,raw_am
276,68,23,raw_am
276,69,10,raw_am
276,90,12,raw_am
276,212,30,raw_am
276,540,26,raw_am
276,545,11,raw_am
276,566,19,raw_am
277,37,9,raw_am
277,46,5,raw_am
277,57,31,raw_am
277,68,6,raw_am
277,71,9,raw_am
277,203,11,raw_am
277,212,89,raw_am
277,453,5,raw_am
277,505,42,raw_am
278,36,7,raw_am
278,45,8,raw_am
278,49,27,raw_am
278,54,7,raw_am
278,55,50,raw_am
278,56,50,raw_am
278,57,16,raw_am
278,67,37,raw_am
278,68,41,raw_am
278,70,4,raw_am
278,71,15,raw_am
278,75,9,raw_am
278,77,37,raw_am
278,147,45,raw_am
278,156,15,raw_am
278,184,15,raw_am
278,187,14,raw_am
278,205,7,raw_am
278,243,6,raw_am
278,301,14,raw_am
278,442,19,raw_am
278,505,5,raw_am
278,545,44,raw_am
278,582,29,raw_am
279,22,45,raw_am
279,26,14,raw_am
279,37,27,raw_am
279,43,14,raw_am
279,45,12,raw_am
279,50,26,raw_am
279,51,13,raw_am
279,54,35,raw_am
279,55,24,raw_am
279,56,11,raw_am
279,57,28,raw_am
279,65,22,raw_am
279,68,4,raw_am
279,70,34,raw_am
279,71,46,raw_am
279,73,45,raw_am
279,102,20,raw_am
279,109,32,raw_am
279,200,18,raw_am
279,269,11,raw_am
279,273,19,raw_am
279,275,20,raw_am
279,443,22,raw_am
279,453,22,raw_am
279,490,27,raw_am
279,613,28,raw_am
280,25,18,raw_am
280,36,21,raw_am
280,43,17,raw_am
280,47,15,raw_am
280,49,15,raw_am
280,55,15,raw_am
280,65,31,raw_am
280,69,20,raw_am
280,101,25,raw_am
280,203,21,raw_am
280,205,13,raw_am
280,223,31,raw_am
280,269,23,raw_am
280,282,21,raw_am
280,427,18,raw_am
280,452,11,raw_am
280,511,17,raw_am
280,582,16,raw_am
281,16,35,raw_am
281,25,29,raw_am
281,33,35,raw_am
281,36,85,raw_am
281,37,36,raw_am
281,39,13,raw_am
281,41,17,raw_am
281,45,13,raw_am
281,53,37,raw_am
281,54,15,raw_am
281,55,60,raw_am
281,56,27,raw_am
281,57,81,raw_am
281,66,29,raw_am
281,67,19,raw_am
281,75,17,raw_am
281,89,35,raw_am
281,189,5,raw_am
281,204,24,raw_am
281,211,18,raw_am
281,212,17,raw_am
281,223,27,raw_am
281,259,6,raw_am
281,279,9,raw_am
281,316,12,raw_am
282,16,26,raw_am
282,20,68,raw_am
282,22,26,raw_am
282,25,26,raw_am
282,36,18,raw_am
282,38,62,raw_am
282,43,69,raw_am
282,47,16,raw_am
282,50,34,raw_am
282,51,36,raw_am
282,52,56,raw_am
282,53,26,raw_am
282,54,14,raw_am
282,55,30,raw_am
282,57,28,raw_am
282,65,20,raw_am
282,66,50,raw_am
282,68,13,raw_am
282,69,33,raw_am
282,78,38,raw_am
282,107,26,raw_am
282,110,24,raw_am
282,161,16,raw_am
282,187,26,raw_am
282,203,52,raw_am
282,211,36,raw_am
282,212,152,raw_am
282,217,23,raw_am
282,222,19,raw_am
282,236,28,raw_am
282,250,30,raw_am
282,259,24,raw_am
282,262,43,raw_am
282,264,12,raw_am
282,269,24,raw_am
282,292,51,raw_am
282,391,62,raw_am
282,423,49,raw_am
282,438,41,raw_am
282,454,15,raw_am
282,530,33,raw_am
282,540,26,raw_am
284,55,17,raw_am
284,66,17,raw_am
285,17,25,raw_am
285,37,25,raw_am
285,39,25,raw_am
285,41,14,raw_am
285,47,16,raw_am
285,50,58,raw_am
285,51,14,raw_am
285,52,16,raw_am
285,53,17,raw_am
285,54,43,raw_am
285,55,10,raw_am
285,56,15,raw_am
285,57,54,raw_am
285,65,55,raw_am
285,68,52,raw_am
285,69,25,raw_am
285,70,16,raw_am
285,77,25,raw_am
285,78,63,raw_am
285,92,38,raw_am
285,125,8,raw_am
285,187,41,raw_am
285,200,22,raw_am
285,210,25,raw_am
285,290,76,raw_am
285,293,23,raw_am
285,301,46,raw_am
285,313,16,raw_am
285,344,47,raw_am
285,371,44,raw_am
286,17,18,raw_am
286,23,18,raw_am
286,36,16,raw_am
286,49,71,raw_am
286,51,61,raw_am
286,65,16,raw_am
286,70,16,raw_am
286,72,25,raw_am
286,114,21,raw_am
286,301,50,raw_am
286,306,17,raw_am
286,442,12,raw_am
287,21,24,raw_am
287,36,32,raw_am
287,38,6,raw_am
287,43,34,raw_am
287,46,12,raw_am
287,49,22,raw_am
287,51,26,raw_am
287,52,23,raw_am
287,54,7,raw_am
287,55,63,raw_am
287,56,6,raw_am
287,57,24,raw_am
287,63,51,raw_am
287,65,5,raw_am
287,69,53,raw_am
287,90,30,raw_am
287,114,5,raw_am
287,204,8,raw_am
287,210,15,raw_am
287,211,33,raw_am
287,287,5,raw_am
287,290,37,raw_am
287,298,60,raw_am
287,394,28,raw_am
287,446,8,raw_am
288,25,66,raw_am
288,42,36,raw_am
288,46,9,raw_am
288,48,9,raw_am
288,50,42,raw_am
288,51,25,raw_am
288,52,21,raw_am
288,57,23,raw_am
288,58,38,raw_am
288,59,12,raw_am
288,62,8,raw_am
288,65,34,raw_am
288,69,22,raw_am
288,147,17,raw_am
288,211,32,raw_am
288,278,9,raw_am
288,299,47,raw_am
288,310,14,raw_am
288,358,25,raw_am
288,569,30,raw_am
289,50,8,raw_am
289,58,23,raw_am
289,125,17,raw_am
289,201,119,raw_am
289,203,10,raw_am
289,307,44,raw_am
290,21,13,raw_am
290,36,11,raw_am
290,41,23,raw_am
290,51,45,raw_am
290,52,9,raw_am
290,55,5,raw_am
290,57,41,raw_am
290,65,9,raw_am
290,66,14,raw_am
290,73,8,raw_am
290,77,10,raw_am
290,78,14,raw_am
290,96,8,raw_am
290,233,28,raw_am
290,286,16,raw_am
290,287,27,raw_am
290,340,27,raw_am
291,32,5,raw_am
291,55,62,raw_am
291,60,5,raw_am
291,69,46,raw_am
291,210,59,raw_am
291,294,54,raw_am
291,309,36,raw_am
292,21,30,raw_am
293,37,4,raw_am
293,53,5,raw_am
293,57,5,raw_am
293,64,8,raw_am
293,288,9,raw_am
294,25,27,raw_am
294,34,8,raw_am
294,37,4,raw_am
294,46,9,raw_am
294,50,50,raw_am
294,53,41,raw_am
294,54,13,raw_am
294,55,29,raw_am
294,56,13,raw_am
294,57,70,raw_am
294,66,56,raw_am
294,68,12,raw_am
294,69,43,raw_am
294,77,15,raw_am
294,78,52,raw_am
294,93,12,raw_am
294,112,30,raw_am
294,115,11,raw_am
294,187,26,raw_am
294,287,20,raw_am
294,301,6,raw_am
294,313,36,raw_am
294,340,8,raw_am
294,344,81,raw_am
294,601,21,raw_am
295,21,32,raw_am
295,25,28,raw_am
295,29,9,raw_am
295,43,7,raw_am
295,45,39,raw_am
295,54,12,raw_am
295,55,31,raw_am
295,56,4,raw_am
295,57,6,raw_am
295,58,14,raw_am
295,65,4,raw_am
295,69,12,raw_am
