stop_id,stop_name,stop_lat,stop_lon
13449501,Brimley Rd / Lawrence Ave E / Gatineau Hydro Corridor Trl,43.753526949,-79.255367207
13455585,St Clair Ave E / Birchmount Rd,43.714158194,-79.27111724
13460017,Kingston Rd / Warden Ave,43.687759014,-79.270918124
13441963,Morningside Ave / Old Finch Ave,43.818768167,-79.215076388
13446827,Ellesmere Rd / McCowan Rd,43.772142024,-79.251498432
13445553,Markham Rd / Progress Ave,43.781746655,-79.23389047
13449830,Lawrence Ave E / Midland Ave,43.751521702,-79.265052497
13444590,Markham Rd / Milner Ave,43.789554466,-79.237058519
13453221,Birchmount Rd / Eglinton Ave E,43.729962108,-79.277859535
13443955,Sheppard Ave E / Progress Ave / Malvern St,43.794662194,-79.234931562
13442839,Tapscott Rd / McLevin Ave,43.805182688,-79.226687592
13462163,Islington Ave / Eglinton Ave W,43.67983519,-79.539014642
13451185,Albion Rd / Codlin Cres / Claireport Cres,43.747759822,-79.632460652
13455284,Warden Ave / Deans Dr / Fairfax Cres,43.716181333,-79.28276667
13445175,McCowan Rd / Milner Ave / Channel Nine Crt,43.785381536,-79.256475693
13450484,Birchmount Rd / Lawrence Ave E,43.74751869,-79.284836745
13458963,Danforth Ave / Danforth Rd,43.693646835,-79.277290756
13458308,Danforth Rd / Warden Ave,43.697177449,-79.274835777
13456330,St Clair Ave E / Pharmacy Ave,43.709851364,-79.290930923
13441850,Littles Rd / Old Finch Ave / Wandering Trl,43.821053255,-79.206202905
13461728,Kingston Rd / Southwood Dr / Main St,43.678885382,-79.298023939
13443499,Markham Rd / McLevin Ave / Nugget Ave,43.798555592,-79.241041978
13444901,Brimley Rd / Sheppard Ave E,43.787578239,-79.268312034
14074105,Eglinton Ave E / Lebovic Ave / Hakimi Ave,43.726996283,-79.291464067
13442174,Tapscott Rd / Finch Ave E,43.814217802,-79.237137058
13453588,Eglinton Ave E / Warden Ave,43.727846986,-79.287616161
14249068,Seasons Dr / Canoe Cres,43.829343155,-79.228068244
13447843,Ellesmere Rd / Kennedy Rd,43.76580202,-79.281078252
13463494,Woodbine Ave / Queen St E,43.668757076,-79.305775296
13442631,Tapscott Rd / Crow Trl,43.807651437,-79.232633339
13450818,Lawrence Ave E / Warden Ave,43.745376512,-79.294730397
13457585,Dawes Rd / Gower St,43.702256848,-79.296930434
13447496,Ellesmere Rd / Midland Ave,43.767924951,-79.271110442
13461342,Kingston Rd / Victoria Park Ave,43.680811436,-79.284060442
13459236,Woodbine Ave / Lumsden Ave / Mortimer Ave,43.692805041,-79.315855497
13452791,Warden Ave / Bertrand Ave,43.733080557,-79.289730523
13463787,Kingston Rd / Queen St E / Eastern Ave,43.66724465,-79.31259357
13460223,Victoria Park Ave / Gerrard St E,43.686904951,-79.286576583
14038170,Midland Ave / McNicoll Ave,43.814578958,-79.292218325
13459445,Danforth Ave / Victoria Park Ave,43.691232336,-79.288358609
13462643,Kingston Rd / Woodbine Ave,43.673928506,-79.307926627
13445476,Kennedy Rd / Sheppard Ave E,43.783286859,-79.288263729
13444619,McCowan Rd / Sheppard Ave E,43.789620159,-79.25883875
13448199,Ellesmere Rd / Birchmount Rd,43.763427113,-79.291362823
20364357,Markham Rd / Select Ave,43.833451834,-79.251020568
13448838,Ellesmere Rd / Pharmacy Ave,43.759031293,-79.310188901
13448519,Ellesmere Rd / Warden Ave,43.761193442,-79.300751924
13454107,Eglinton Ave E / Victoria Park Ave,43.724723021,-79.302645014
13456719,O'Connor Dr / Curity Ave,43.707904549,-79.311017029
13453978,Eglinton Ave E / Pharmacy Ave,43.725651096,-79.297515057
13443810,McCowan Rd / Commander Blvd,43.796124386,-79.261514068
13445219,Sheppard Ave E / Midland Ave,43.785348047,-79.278570092
13459805,Roosevelt Rd / Mortimer Ave,43.689881188,-79.329803108
13441620,Markham Rd / Steeles Ave E,43.836598984,-79.251189148
13442502,Finch Ave E / Middlefield Rd,43.809888126,-79.257699172
13461602,Kingsmount Park Rd / Gerrard St E,43.679828171,-79.312648642
13443575,Brimley Rd / Huntingwood Dr,43.798407447,-79.273366244
13447673,Warden Ave / Metropolitan Rd,43.767207708,-79.302808266
13454202,Eglinton Ave E / Eglinton E Wynford Dr Ramp / Wynford Dr Eglinton W Ramp / Wynford Dr,43.724399497,-79.325299273
13454288,Victoria Park Ave / Eglinton Sq / O'Connor Dr,43.723380976,-79.302100282
13457092,St Clair Ave E / O'Connor Dr,43.705396177,-79.312836303
13459010,Coxwell Ave / Cosburn Ave,43.694136535,-79.328018297
13463183,Gerrard St E / Greenwood Ave,43.670923069,-79.328022357
13441760,McNicoll Ave / Ironside Cres,43.824384949,-79.24605738
13459689,Coxwell Ave / Mortimer Ave,43.690587219,-79.326574413
13441867,McNicoll Ave / Maybrook Dr,43.821529588,-79.259180405
13445746,Birchmount Rd / Sheppard Ave E,43.781054406,-79.298106451
13449013,Ellesmere Rd / Victoria Park Ave / Parkwoods Village Dr,43.757869425,-79.315245441
13453431,Concorde Pl / Concorde Gt,43.729354901,-79.328399475
13441926,Middlefield Rd / McNicoll Ave,43.820120242,-79.262095491
13451212,Lawrence Ave E / Pharmacy Ave,43.743242517,-79.304645575
13443617,Commander Blvd / Huntingwood Dr,43.798112065,-79.269626623
13441801,McNicoll Ave / Dynamic Dr,43.823284968,-79.25144465
13445899,Victoria Park Ave / Old Sheppard Ave / Huntingwood Dr,43.780352015,-79.32539531
13448397,Roywood Dr / Underpass Gt,43.762589427,-79.33530273
13447991,Roywood Dr / Fenside Dr,43.765555144,-79.330030721
13451412,Lawrence Ave E / Victoria Park Ave,43.742144039,-79.309793757
13455296,Eglinton Ave E / Leslie St / West Don River Trl,43.717098739,-79.349979797
13448168,Roywood Dr / Lynedock Cres,43.764062506,-79.322603839
13458943,O'Connor Dr / Donlands Ave,43.6947227,-79.343116838
13456228,Brentcliffe Rd / Wicksteed Ave,43.711465669,-79.358522857
13454752,Don Mills Rd / Eglinton Ave E,43.720500805,-79.338873881
13463478,Gerrard St E / Jones Ave,43.669250838,-79.33560892
13446075,Sheppard Ave E / Warden Ave,43.778731095,-79.307905915
13442866,Brimley Rd / Finch Ave E,43.80570624,-79.277400939
13456414,Don Mills Rd / Overlea Blvd / Gateway Blvd,43.70999645,-79.334394981
13454893,Linkwood Lane / St Dennis Dr,43.719375974,-79.327779065
13446996,Victoria Park Ave / Consumers Rd / Meadowacres Dr,43.771941442,-79.321518102
13446551,Sheppard Ave E / Victoria Park Ave,43.775244616,-79.323017109
13464177,Gerrard St E / Broadview Ave,43.665486616,-79.352624092
13455899,Eglinton Ave E / Laird Dr,43.71356588,-79.364802153
13446373,Sheppard Ave E / Pharmacy Ave,43.776514782,-79.317764148
13452372,Lawrence Ave E / The Donway W,43.736507616,-79.346546177
13457237,Overlea Blvd / Thorncliffe Park Dr,43.70500665,-79.349877201
13449541,York Mills Rd / Lesmill Rd / York Mills Access Ramp,43.754698664,-79.352035229
13441995,White Heather Blvd / McNicoll Ave,43.818954421,-79.26738454
13465231,Queen St E / Broadview Ave,43.658878341,-79.349852232
13444601,Birchmount Rd / Huntingwood Dr,43.790440799,-79.302295255
13464674,Spadina Ave / Harbord St,43.663052328,-79.402109266
13442643,McCowan Rd / Finch Ave E,43.808026677,-79.26650628
13441734,Maybrook Dr / Newmill Gt,43.825623455,-79.261440267
13441674,Passmore Ave / Maybrook Dr,43.82810126,-79.261887291
13444019,Kennedy Rd / Huntingwood Dr,43.795150796,-79.293451361
13459249,Pape Ave / O'Connor Dr,43.693241761,-79.350291418
13441635,Steeles Ave E / Middlefield Rd,43.832704306,-79.267962521
13443562,Birchmount Rd / Finch Ave E,43.798998223,-79.305981545
13465795,Queen St E / Parliament St,43.655615728,-79.364462546
13443046,Finch Ave E / Midland Ave,43.803751827,-79.286293645
13459931,Pape Ave / Cosburn Ave,43.689432655,-79.348815657
13442651,Birchmount Rd / McNicoll Ave,43.808637958,-79.311168671
13465550,Runnymede Rd / Webb Ave,43.658583493,-79.479433344
13466312,Richmond St E / Church St,43.652466163,-79.375476665
13446581,Sheppard Ave E / Consumers Rd / Brian Dr,43.77509959,-79.331236717
13466516,Adelaide St E / Church St,43.651185628,-79.374946712
13466241,King St E / Parliament St,43.652729989,-79.363245746
13448536,Don Mills Rd / Duncan Mill Rd / Graydon Hall Dr,43.761751872,-79.347229808
13462724,Avenue Rd / Davenport Rd,43.674724924,-79.396605801
13454398,Ranee Ave / Mikado Ave,43.724534848,-79.442843588
13464403,Carlton St / Parliament St,43.664285907,-79.367981848
13448770,Bannatyne Dr / Davean Dr,43.760299808,-79.368558862
13460600,Pape Ave / Mortimer Ave,43.685776098,-79.347438893
13452717,Lawrence Ave E / Leslie St / Mike Bela Park Trl,43.734535674,-79.355979903
13466482,King St E / Sherbourne St,43.651277649,-79.368261941
13452469,Bayview Ave / Post Rd,43.736407519,-79.381907985
13441649,McCowan Rd / Steeles Ave E,43.831045362,-79.275195993
13442867,Warden Ave / McNicoll Ave,43.806349236,-79.320975009
13456838,Avenue Rd / Roselawn Ave,43.708573936,-79.410435544
13464425,West Deane Valley Rd / The East Mall,43.666837785,-79.572422104
13464096,Jarvis St / Wellesley St E,43.666285308,-79.378347046
13443837,Finch Ave E / Warden Ave,43.796772994,-79.315766111
13466150,Richmond St E / Sherbourne St,43.653378002,-79.369148083
13464912,Gerrard St E / Sherbourne St,43.661226905,-79.372236125
13462285,Dufferin St / St Clair Ave W,43.677961457,-79.443081164
13453281,Wilson Ave / Dufferin St,43.732092618,-79.458918743
13442033,Kennedy Rd / Passmore Ave / Purcell Sq,43.818447428,-79.304753198
13467011,Lower Jarvis St / The Esplanade,43.648225519,-79.370932182
13441903,Birchmount Rd / Steeles Ave E,43.821392698,-79.316925221
13463030,Dupont St / Bathurst St,43.673150259,-79.414391202
13462162,Glen Rd / South Dr,43.677626853,-79.37517521
13449822,York Mills Rd / Leslie St,43.752954496,-79.359970231
13459852,Mount Pleasant Rd / St Clair Ave E,43.690372039,-79.383328235
13462552,Davenport Rd / Dupont St,43.675810015,-79.402594243
13441919,Midland Ave / Copthorne Ave / Passmore Ave,43.820707597,-79.294934266
13444966,Van Horne Ave / Brian Dr,43.788026231,-79.335024323
13457532,Millwood Rd / Sutherland Dr,43.703574028,-79.364389329
13456348,Eglinton Ave E / Bayview Ave,43.711036573,-79.377158372
13444158,Finch Ave E / Pharmacy Ave,43.794331429,-79.325969368
13444318,Finch Ave E / Victoria Park Ave,43.793106458,-79.331412424
13463664,Dupont St / Dovercourt Rd,43.669702116,-79.43276043
13461271,Bathurst St / St Clair Ave W,43.683167498,-79.41830144
13463585,Dupont St / Ossington Ave,43.670032069,-79.429019476
13441740,Steeles Ave E / Midland Ave,43.825950474,-79.297332525
13458625,Bayview Ave / Moore Ave,43.696749999,-79.371738546
13461950,St Clair Ave W / Oakwood Ave,43.679592021,-79.43568954
13467722,Bathurst St / King St W,43.643926314,-79.402705536
13442003,Steeles Ave E / Warden Ave,43.81963118,-79.32443664
13457650,Bayview Ave / Davisville Ave,43.702999783,-79.374133726
13468745,Park Lawn Rd / Berry Rd,43.63615695,-79.493427727
13462648,Davenport Rd / Christie St / Hillcrest Park Trl,43.675561719,-79.423093759
13458404,Mount Pleasant Rd / Merton St,43.698174552,-79.386478765
13462422,Bathurst St / Davenport Rd,43.676730247,-79.415786758
13460587,Rogers Rd / Oakwood Ave,43.687134,-79.438693767
13450611,York Mills Rd / Bayview Ave,43.748059355,-79.384155779
13442279,Steeles Ave E / 404 Steeles Woodbine Ramp / Woodbine S 404 S Ramp,43.813969777,-79.34855579
13443090,Victoria Park Ave / McNicoll Ave,43.804085647,-79.336316815
13463350,Davenport Rd / Lansdowne Ave,43.67155746,-79.448303801
13468374,King St W / Dufferin St,43.638960482,-79.427374816
13470353,Lake Shore Blvd W / Royal York Rd,43.603651612,-79.493165851
13465689,Dundas St W / Royal York Rd / Royal York S Dundas E Ramp / Royal York N Dundas W Ramp,43.658304217,-79.516303858
13465784,King St E / Sumach St,43.655582152,-79.358415852
13442179,Steeles Ave E / Victoria Park Ave,43.815650752,-79.341317897
13468053,King St W / Shaw St,43.641437148,-79.415018881
13444423,Don Mills Rd / Finch Ave E / Skymark Park Trl,43.792660486,-79.354736954
13442528,Don Mills Rd / Steeles Ave E,43.811184151,-79.36077696
13457359,Eglinton Ave W / Oriole Pkwy,43.705105105,-79.406132971
13463516,Davenport Rd / Symington Ave,43.670719509,-79.453256966
13470120,Royal York Rd / Mimico Ave,43.612235918,-79.496750053
13463893,St Clair Ave W / Runnymede Rd,43.668993604,-79.483564058
13444761,Finch Ave E / Leslie St,43.790012097,-79.368067064
13462582,St Clair Ave W / Lansdowne Ave,43.676304204,-79.450601076
13457449,Avenue Rd / Eglinton Ave W,43.704598461,-79.408516109
13457453,Mount Pleasant Rd / Manor Rd E,43.704292777,-79.388571111
13456819,Mount Pleasant Rd / Eglinton Ave E,43.708407749,-79.390197174
13465319,Runnymede Rd / Annette St,43.660060126,-79.480015176
14248958,Seasons Dr / Grosbeak Cres,43.829899969,-79.230272674
13466425,College St / Dufferin St,43.652569192,-79.432562175
13467715,Queen St W / Ossington Ave / Lower Ossington Ave,43.644204298,-79.418861992
13467983,Queen St W / Dufferin St,43.642208421,-79.428644194
13466818,Islington Ave / Dundas St W,43.651361511,-79.526398228
13463871,Scarlett Rd / Foxwell St,43.669372161,-79.501647229
13460901,Dufferin St / Rogers Rd,43.685566389,-79.446117227
13464451,Jane St / Dundas St W,43.665734711,-79.491186227
13463080,St Clair Ave W / Old Weston Rd,43.673536,-79.463050228
13466826,Lansdowne Ave / Dundas St W,43.650168414,-79.439731227
13469508,The Queensway / Royal York Rd,43.626336353,-79.502632289
13458104,Mount Pleasant Rd / Davisville Ave,43.70031279,-79.386973326
13456902,Eglinton Ave E / Redpath Ave,43.707861153,-79.392819367
13442682,Don Mills Rd / Freshmeadow Dr,43.808948656,-79.359012383
13461687,Weston Rd / Rogers Rd,43.681609012,-79.476751401
13464191,Dupont St / Lansdowne Ave,43.66672551,-79.446461409
13445452,Finch Ave E / Bayview Ave / Revcoe Ravine / Don River E Branch,43.785005601,-79.392147426
13468436,King St W / Queen St W / The Queensway / Roncesvalles Ave / Beaty Boulevard Parkette Trl,43.63871533,-79.446219418
13463232,Weston Rd / Keele St / St Clair Ave W,43.672534507,-79.467623432
13464510,Dundas St W / Scarlett Rd,43.665524171,-79.499207448
13460576,Avenue Rd / St Clair Ave W,43.686640698,-79.401495486
13451068,York Mills Rd / Highland Cres / Upper Highland Cres,43.745453387,-79.396440498
13449877,Lord Seaton Rd / Upper Canada Dr,43.753271133,-79.404691489
13454662,Avenue Rd / Lawrence Ave W,43.722255597,-79.415609513
13457863,Eglinton Ave W / Spadina Rd,43.702351726,-79.419108562
13464592,Dupont St / Old Weston Rd / Annette St / Dundas St W,43.66448603,-79.458777591
13464406,St Clair Ave W / Scarlett Rd,43.66607327,-79.499265622
13459836,Lonsdale Rd / Avenue Rd,43.690782127,-79.403017635
13468605,The Queensway / Windermere Ave,43.637210589,-79.469914649
13464092,Dupont St / Emerson Ave,43.667213766,-79.444179688
13452678,Ridley Blvd / Brooke Ave,43.735527826,-79.408946192
13448880,Fifeshire Rd / Carluke Cres,43.759917886,-79.389246696
13464461,Dundas St W / Runnymede Rd,43.665579272,-79.482105747
13461384,Caledonia Rd / Rogers Rd,43.683095298,-79.458021738
13464483,Royal York Rd / Anglesey Blvd,43.66595386,-79.519648765
13451789,Wilson Ave / Yonge Blvd,43.741287905,-79.415226767
13464438,Keele St / Dundas St W,43.665404354,-79.464557781
13445882,Finch Ave E / Willowdale Ave,43.781625546,-79.407105781
13450799,Futura Dr / Grandravine Dr,43.748473067,-79.507195239
13464218,Jane St / St Clair Ave W,43.667184902,-79.491767788
13453533,Wasdale Cres / Rajah St,43.73027786,-79.438237855
13464439,Dundas St W / High Park Ave,43.665481973,-79.470390857
13469783,Royal York Rd / Evans Ave,43.621012253,-79.500396929
13458084,Bathurst St / Eglinton Ave W,43.700992517,-79.425561957
13459036,Dufferin St / Eglinton Ave W,43.695691999,-79.450278981
13443870,Steeles Ave E / Yonge St / Steeles Ave W,43.79799966,-79.420084
13457667,Lansdowne Ave / Tycos Dr,43.704122392,-79.460234036
13443242,Steeles Ave E / Bayview Ave,43.803270124,-79.39623006
13461228,Jane St / Eglinton Ave W,43.684476407,-79.498823083
13466116,College St / Ossington Ave,43.654400252,-79.42270507
13461619,Old Weston Rd / Rogers Rd / Watt Ave,43.681895353,-79.467675092
13452017,Avenue Rd / Wilson Ave / Avenue Rd N 401 C E Ramp,43.739871726,-79.42164712
13456031,Dufferin St / Lawrence Ave W,43.7140869,-79.454751125
13455135,Bathurst St / Lawrence Ave W,43.719258979,-79.429816144
13457350,Dufferin St / Tycos Dr,43.705772845,-79.452923162
13468486,Parkside Dr / Lake Shore Blvd W / Parkside Dr S Lakeshore Blvd E Ramp / Lakeshore E Parkside Ramp,43.638324135,-79.45350517
13465772,Glenlake Ave / High Park Ave,43.657227649,-79.466850203
13445047,Goulding Ave / Cactus Ave,43.788822743,-79.433113237
13457799,Eglinton Ave W / Chaplin Cres,43.702719518,-79.41737923
13442747,Steeles Ave E / Leslie St / Duncan Creek Trl,43.808507954,-79.372508245
13457395,Bathurst St / Roselawn Ave / Elm Ridge Dr,43.705191909,-79.426372247
13462567,Rockcliffe Blvd / Alliance Ave,43.676906888,-79.48937025
13455028,Flemington Rd / Varna Dr,43.720127122,-79.441022311
13446584,Finch Ave W / Senlac Rd,43.776493999,-79.430255343
13461587,Keele St / Rogers Rd,43.682136194,-79.471598344
13452437,Wilson Ave / Bathurst St,43.737354505,-79.434005363
13466915,Burnhamthorpe Rd / Kipling Ave,43.650977958,-79.539395411
13461263,Eglinton Ave W / Emmett Ave,43.68438156,-79.504218431
13470130,Horner Ave / Judson St,43.612084808,-79.515825419
13459347,Black Creek Dr / Trethewey Dr,43.694611822,-79.486106433
13456244,Bathurst St / Glencairn Ave,43.712331421,-79.428147428
13469914,Islington Ave / Evans Ave,43.618393334,-79.511328449
13445250,Yonge St / Cummer Ave / Drewry Ave,43.787068778,-79.417350458
13458706,Eglinton Ave W / Oakwood Ave,43.697302209,-79.442793468
13461007,La Rose Ave / Timothy Crt,43.685900603,-79.519571503
13456468,Lawrence Ave W / Caledonia Rd,43.711482476,-79.466603511
13460216,Bartonville Ave E / Ray Ave / Railway Lane,43.689866426,-79.493489524
13454491,Caledonia Rd / Bridgeland Ave,43.724110274,-79.469870562
13469211,Dundas St W / Shorncliffe Rd / Shaver Ave S,43.632120551,-79.544701618
13457330,Lawrence Ave W / Culford Rd,43.706374382,-79.487667633
13449607,Bathurst St / Sheppard Ave W,43.755458418,-79.438481647
13460119,Trethewey Dr / Keele St / Eglinton Ave W,43.690165352,-79.475062683
13460757,Eglinton Ave W / Weston Rd,43.686993544,-79.489532718
13446031,Bathurst St / Drewry Ave / Antibes Dr,43.781038641,-79.444834718
13461680,Eglinton Ave W / Royal York Rd,43.682334604,-79.526607837
13458238,Jane St / Wright Ave,43.700848086,-79.503247905
13454748,Lawrence Ave W / Grey Rd / Kimbark Blvd,43.721663668,-79.418500552
13469800,Kipling Ave / The Queensway,43.620918249,-79.526741958
13455455,Caledonia Rd / Orfus Rd,43.717756355,-79.468157991
13456692,Lawrence Ave W / Benton Rd,43.710302504,-79.471909067
13444801,Bathurst St / Greenwin Village Rd,43.790827588,-79.445381108
13470261,Kipling Ave / Horner Ave,43.607201763,-79.520751113
13459968,Jane St / Weston Rd,43.69130158,-79.500891132
13444609,Bathurst St / Steeles Ave W,43.792407463,-79.445755162
13456952,Keele St / Lawrence Ave W,43.708659308,-79.478062181
13470006,Kipling Ave / Evans Ave,43.615873728,-79.524628244
13469998,The Queensway / The East Mall,43.61641967,-79.546287244
13470147,Evans Ave / The East Mall,43.611829061,-79.543806274
13458367,Lawrence Ave W / Weston Rd,43.700158196,-79.516201345
13453983,Wilson Ave / Dubray Ave,43.72816335,-79.477749343
13455040,Wilson Ave / Jane St,43.720915422,-79.508634418
13457965,Jane St / Lawrence Ave W,43.702878069,-79.503838437
13460207,Royal York Rd / Trehorne Dr,43.690397949,-79.530177489
13457985,Weston Rd / Church St / Humber River Recreational Trl,43.703006952,-79.52544657
13449936,Galloway Rd / Guildwood Pkwy / Guildwood Park Trl,43.7496624,-79.18939857
13450069,Sheppard Ave W / Faywood Blvd / Wilmington Ave,43.752688371,-79.451918583
13470350,Horner Ave / Thirtieth St,43.604264968,-79.53373857
13446970,Bathurst St / Finch Ave W,43.773859221,-79.443008603
13470610,Lake Shore Blvd W / Thirtieth St,43.595323994,-79.529768629
13445306,Dufferin St / Steeles Ave W,43.787283202,-79.470089677
13459022,Dixon Rd / Islington Ave,43.697049452,-79.546731704
13469743,Shorncliffe Rd / North Queen St,43.622472606,-79.540669676
13468751,Bloor St W / The East Mall,43.636929624,-79.556709719
13454050,Calvington Dr / Forthbridge Cres,43.727988827,-79.503619755
13470438,Brown's Line / Horner Ave,43.601690365,-79.545254731
13447779,Dufferin St / Finch Ave W,43.768852099,-79.466927821
13453125,Keele St / Calvington Dr,43.733580707,-79.483728834
13465491,Kipling Ave / Rathburn Rd,43.659858189,-79.543225848
13458327,Dixon Rd / Roxaline St,43.700570003,-79.530682886
13458913,Brendan Rd / Moore Ave,43.695366976,-79.378536042
13459156,Royal York Rd / Lawrence Ave W / The Westway,43.696161356,-79.532738941
13457027,Uphill Ave / Church St,43.708589402,-79.508529007
13458463,Dixon Rd / St Phillips Rd / Royal York Rd,43.699821682,-79.5342721
13461140,Kipling Ave / The Westway,43.685625403,-79.554703119
13470082,The Queensway / North Queen St,43.61421774,-79.556154145
13469458,Dundas St W / The West Mall / 427 C S Dundas Ramp,43.628045876,-79.558896165
