route_id,service_id,trip_id,trip_headsign,direction_id
1,1,32830270,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830269,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830268,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830286,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830267,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830266,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830265,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830264,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830263,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830262,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830287,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830261,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830260,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830259,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830258,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830288,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830257,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830256,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830255,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830254,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830253,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830252,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830251,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830250,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830249,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830248,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830247,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830273,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830274,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830275,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830276,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830277,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830278,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830279,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830280,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830281,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830282,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830283,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830284,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830285,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830171,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830172,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830173,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830174,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830175,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830176,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830177,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830178,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830179,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830180,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830181,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830182,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830183,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830184,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830185,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830186,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830187,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830188,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830189,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830190,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830191,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830192,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830193,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830194,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830195,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830196,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830197,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830198,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830199,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830200,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830201,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830202,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830203,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830204,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830205,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830206,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830207,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830208,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830209,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830210,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830211,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830212,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830213,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830214,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830215,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830216,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830217,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830218,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830219,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830226,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830227,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830228,LINE 1 (YONGE-UNIVERSITY),0
1,1,32830229,LINE 1 (YONGE-UNIVERSITY),0
