trip_id,stop_id,stop_sequence,INT_ID,hour,minute,seconds
39260750,14547,1,228,14,6,0
39260750,14548,2,301,14,9,5
39260750,14549,3,302,14,11,45
39260750,14550,4,303,14,13,15
39260750,14551,5,304,14,15,8
39260750,14552,6,305,14,19,30
39260751,14547,1,228,14,12,45
39260751,14548,2,301,14,15,50
39260751,14549,3,302,14,18,30
39260751,14550,4,303,14,20,0
39260751,14551,5,304,14,21,53
39260751,14552,6,305,14,26,15
39260752,14547,1,228,14,19,30
39260752,14548,2,301,14,22,35
39260752,14549,3,302,14,25,15
39260752,14550,4,303,14,26,45
39260752,14551,5,304,14,28,38
39260752,14552,6,305,14,33,0
39260753,14547,1,228,14,26,15
39260753,14548,2,301,14,29,20
39260753,14549,3,302,14,32,0
39260753,14550,4,303,14,33,30
39260753,14551,5,304,14,35,23
39260753,14552,6,305,14,39,45
39260754,14547,1,228,14,33,0
39260754,14548,2,301,14,36,5
39260754,14549,3,302,14,38,45
39260754,14550,4,303,14,40,15
39260754,14551,5,304,14,42,8
39260754,14552,6,305,14,46,30
39260755,14547,1,228,14,39,45
39260755,14548,2,301,14,42,50
39260755,14549,3,302,14,45,30
39260755,14550,4,303,14,47,0
39260755,14551,5,304,14,48,53
39260755,14552,6,305,14,53,15
39260756,14547,1,228,14,46,30
39260756,14548,2,301,14,49,35
39260756,14549,3,302,14,52,15
39260756,14550,4,303,14,53,45
39260756,14551,5,304,14,55,38
39260756,14552,6,305,15,0,0
39260757,14547,1,228,14,53,15
39260757,14548,2,301,14,56,20
39260757,14549,3,302,14,59,0
39260757,14550,4,303,15,0,30
39260757,14551,5,304,15,2,23
39260757,14552,6,305,15,6,45
39260758,14547,1,228,15,0,0
39260758,14548,2,301,15,3,5
39260758,14549,3,302,15,5,45
39260758,14550,4,303,15,7,15
39260758,14551,5,304,15,9,8
39260758,14552,6,305,15,13,30
39260759,14547,1,228,15,6,45
39260759,14548,2,301,15,9,50
39260759,14549,3,302,15,12,30
39260759,14550,4,303,15,14,0
39260759,14551,5,304,15,15,53
39260759,14552,6,305,15,20,15
39260760,14547,1,228,15,11,43
39260760,14548,2,301,15,14,43
39260760,14549,3,302,15,17,18
39260760,14550,4,303,15,18,43
39260760,14551,5,304,15,20,31
39260760,14552,6,305,15,25,0
39260761,14547,1,228,15,16,43
39260761,14548,2,301,15,19,43
39260761,14549,3,302,15,22,18
39260761,14550,4,303,15,23,43
39260761,14551,5,304,15,25,31
39260761,14552,6,305,15,30,0
39260762,14547,1,228,15,21,43
39260762,14548,2,301,15,24,43
39260762,14549,3,302,15,27,18
39260762,14550,4,303,15,28,43
39260762,14551,5,304,15,30,31
39260762,14552,6,305,15,35,0
39260763,14547,1,228,15,26,43
39260763,14548,2,301,15,29,43
39260763,14549,3,302,15,32,18
39260763,14550,4,303,15,33,43
39260763,14551,5,304,15,35,31
39260763,14552,6,305,15,40,0
39260764,14547,1,228,15,31,43
39260764,14548,2,301,15,34,43
39260764,14549,3,302,15,37,18
39260764,14550,4,303,15,38,43
39260764,14551,5,304,15,40,31
39260764,14552,6,305,15,45,0
39260765,14547,1,228,15,36,43
39260765,14548,2,301,15,39,43
39260765,14549,3,302,15,42,18
39260765,14550,4,303,15,43,43
39260765,14551,5,304,15,45,31
39260765,14552,6,305,15,50,0
39260766,14547,1,228,15,41,43
39260766,14548,2,301,15,44,43
39260766,14549,3,302,15,47,18
39260766,14550,4,303,15,48,43
39260766,14551,5,304,15,50,31
39260766,14552,6,305,15,55,0
39260767,14547,1,228,15,46,43
39260767,14548,2,301,15,49,43
39260767,14549,3,302,15,52,18
39260767,14550,4,303,15,53,43
39260767,14551,5,304,15,55,31
39260768,14547,1,228,15,51,43
39260768,14548,2,301,15,54,43
39260768,14549,3,302,15,57,18
39260768,14550,4,303,15,58,43
39260769,14547,1,228,15,56,43
39260769,14548,2,301,15,59,43
39260827,14552,6,305,11,2,15
39260828,14550,4,303,11,0,58
39260828,14551,5,304,11,2,46
39260828,14552,6,305,11,7,15
39260829,14548,2,301,11,1,58
39260829,14549,3,302,11,4,33
39260829,14550,4,303,11,5,58
39260829,14551,5,304,11,7,46
39260829,14552,6,305,11,12,15
39260830,14547,1,228,11,3,58
39260830,14548,2,301,11,6,58
39260830,14549,3,302,11,9,33
39260830,14550,4,303,11,10,58
39260830,14551,5,304,11,12,46
39260830,14552,6,305,11,17,15
39260831,14547,1,228,11,8,58
39260831,14548,2,301,11,11,58
39260831,14549,3,302,11,14,33
39260831,14550,4,303,11,15,58
39260831,14551,5,304,11,17,46
39260831,14552,6,305,11,22,15
