o_node,d_node,origin,destination,travel_time,date,period,trial
1139-0-4-24,1211-0-99-99,1139,1211,58.0,2019-12-13,EM,2
1166-0-4-24,1218-0-99-99,1166,1218,88.0,2019-12-13,EM,2
1523-0-4-24,1218-0-99-99,1523,1218,70.0,2019-12-13,EM,2
1554-0-4-24,1218-0-99-99,1554,1218,70.0,2019-12-13,EM,2
1620-0-4-24,1220-0-99-99,1620,1220,96.0,2019-12-13,EM,2
1197-0-4-24,1227-0-99-99,1197,1227,41.0,2019-12-13,EM,2
1233-0-4-24,1227-0-99-99,1233,1227,58.0,2019-12-13,EM,2
1560-0-4-24,1243-0-99-99,1560,1243,51.0,2019-12-13,EM,2
1575-0-4-24,1243-0-99-99,1575,1243,89.0,2019-12-13,EM,2
1224-0-4-24,1247-0-99-99,1224,1247,70.0,2019-12-13,EM,2
1251-0-4-24,1247-0-99-99,1251,1247,43.0,2019-12-13,EM,2
1524-0-4-24,1253-0-99-99,1524,1253,75.0,2019-12-13,EM,2
1383-0-4-24,1260-0-99-99,1383,1260,128.0,2019-12-13,EM,2
1110-0-4-24,1272-0-99-99,1110,1272,42.0,2019-12-13,EM,2
1250-0-4-24,1275-0-99-99,1250,1275,26.0,2019-12-13,EM,2
1144-0-4-24,1277-0-99-99,1144,1277,62.0,2019-12-13,EM,2
1347-0-4-24,1285-0-99-99,1347,1285,82.0,2019-12-13,EM,2
1431-0-4-24,1285-0-99-99,1431,1285,109.0,2019-12-13,EM,2
1544-0-4-24,1298-0-99-99,1544,1298,115.0,2019-12-13,EM,2
1131-0-4-24,1299-0-99-99,1131,1299,65.0,2019-12-13,EM,2
1271-0-4-24,1307-0-99-99,1271,1307,87.0,2019-12-13,EM,2
1290-0-4-24,1307-0-99-99,1290,1307,31.0,2019-12-13,EM,2
1353-0-4-24,1307-0-99-99,1353,1307,50.0,2019-12-13,EM,2
1458-0-4-24,1313-0-99-99,1458,1313,103.0,2019-12-13,EM,2
1124-0-4-24,1317-0-99-99,1124,1317,34.0,2019-12-13,EM,2
1326-0-4-24,1317-0-99-99,1326,1317,61.0,2019-12-13,EM,2
1133-0-4-24,1331-0-99-99,1133,1331,78.0,2019-12-13,EM,2
1177-0-4-24,1355-0-99-99,1177,1355,75.0,2019-12-13,EM,2
1110-0-4-24,1356-0-99-99,1110,1356,81.0,2019-12-13,EM,2
1039-0-4-24,1357-0-99-99,1039,1357,86.0,2019-12-13,EM,2
1385-0-4-24,1358-0-99-99,1385,1358,74.0,2019-12-13,EM,2
1021-0-4-24,1361-0-99-99,1021,1361,118.0,2019-12-13,EM,2
1062-0-4-24,1371-0-99-99,1062,1371,115.0,2019-12-13,EM,2
1173-0-4-24,1378-0-99-99,1173,1378,94.0,2019-12-13,EM,2
1232-0-4-24,1378-0-99-99,1232,1378,119.0,2019-12-13,EM,2
1342-0-4-24,1378-0-99-99,1342,1378,75.0,2019-12-13,EM,2
1351-0-4-24,1379-0-99-99,1351,1379,70.0,2019-12-13,EM,2
1021-0-4-24,1386-0-99-99,1021,1386,93.0,2019-12-13,EM,2
1249-0-4-24,1388-0-99-99,1249,1388,124.0,2019-12-13,EM,2
1396-0-4-24,1388-0-99-99,1396,1388,55.0,2019-12-13,EM,2
1538-0-4-24,1388-0-99-99,1538,1388,124.0,2019-12-13,EM,2
1445-0-4-24,1391-0-99-99,1445,1391,64.0,2019-12-13,EM,2
1265-0-4-24,1393-0-99-99,1265,1393,112.0,2019-12-13,EM,2
1531-0-4-24,1393-0-99-99,1531,1393,98.0,2019-12-13,EM,2
1173-0-4-24,1394-0-99-99,1173,1394,54.0,2019-12-13,EM,2
1401-0-4-24,1395-0-99-99,1401,1395,39.0,2019-12-13,EM,2
1140-0-4-24,1402-0-99-99,1140,1402,52.0,2019-12-13,EM,2
1173-0-4-24,1402-0-99-99,1173,1402,80.0,2019-12-13,EM,2
1400-0-4-24,1402-0-99-99,1400,1402,52.0,2019-12-13,EM,2
1415-0-4-24,1402-0-99-99,1415,1402,79.0,2019-12-13,EM,2
1423-0-4-24,1411-0-99-99,1423,1411,57.0,2019-12-13,EM,2
1407-0-4-24,1415-0-99-99,1407,1415,31.0,2019-12-13,EM,2
1606-0-4-24,1415-0-99-99,1606,1415,85.0,2019-12-13,EM,2
1381-0-4-24,1421-0-99-99,1381,1421,88.0,2019-12-13,EM,2
1041-0-4-24,1423-0-99-99,1041,1423,74.0,2019-12-13,EM,2
1062-0-4-24,1442-0-99-99,1062,1442,65.0,2019-12-13,EM,2
1482-0-4-24,1472-0-99-99,1482,1472,61.0,2019-12-13,EM,2
1538-0-4-24,1476-0-99-99,1538,1476,73.0,2019-12-13,EM,2
1583-0-4-24,1481-0-99-99,1583,1481,33.0,2019-12-13,EM,2
1524-0-4-24,1486-0-99-99,1524,1486,49.0,2019-12-13,EM,2
1531-0-4-24,1490-0-99-99,1531,1490,47.0,2019-12-13,EM,2
1366-0-4-24,1492-0-99-99,1366,1492,116.0,2019-12-13,EM,2
1579-0-4-24,1492-0-99-99,1579,1492,33.0,2019-12-13,EM,2
1513-0-4-24,1503-0-99-99,1513,1503,41.0,2019-12-13,EM,2
1021-0-4-24,1519-0-99-99,1021,1519,58.0,2019-12-13,EM,2
1495-0-4-24,1529-0-99-99,1495,1529,77.0,2019-12-13,EM,2
1428-0-4-24,1530-0-99-99,1428,1530,115.0,2019-12-13,EM,2
1443-0-4-24,1530-0-99-99,1443,1530,74.0,2019-12-13,EM,2
1577-0-4-24,1536-0-99-99,1577,1536,83.0,2019-12-13,EM,2
1569-0-4-24,1543-0-99-99,1569,1543,76.0,2019-12-13,EM,2
1182-0-4-24,1544-0-99-99,1182,1544,107.0,2019-12-13,EM,2
1021-0-4-24,1545-0-99-99,1021,1545,69.0,2019-12-13,EM,2
1515-0-4-24,1561-0-99-99,1515,1561,42.0,2019-12-13,EM,2
1245-0-4-24,1582-0-99-99,1245,1582,57.0,2019-12-13,EM,2
1154-0-4-24,1599-0-99-99,1154,1599,113.0,2019-12-13,EM,2
1562-0-4-24,1607-0-99-99,1562,1607,58.0,2019-12-13,EM,2
1436-0-4-24,1081-0-99-99,1436,1081,84.0,2019-12-13,EM,2
1506-0-4-33,1002-0-99-99,1506,1002,72.0,2019-12-13,EM,3
1126-0-4-33,1006-0-99-99,1126,1006,90.0,2019-12-13,EM,3
1243-0-4-33,1021-0-99-99,1243,1021,73.0,2019-12-13,EM,3
1382-0-4-33,1021-0-99-99,1382,1021,102.0,2019-12-13,EM,3
1571-0-4-33,1021-0-99-99,1571,1021,123.0,2019-12-13,EM,3
1232-0-4-33,1022-0-99-99,1232,1022,74.0,2019-12-13,EM,3
1175-0-4-33,1023-0-99-99,1175,1023,44.0,2019-12-13,EM,3
1018-0-4-33,1034-0-99-99,1018,1034,28.0,2019-12-13,EM,3
1518-0-4-33,1034-0-99-99,1518,1034,85.0,2019-12-13,EM,3
1590-0-4-33,1034-0-99-99,1590,1034,98.0,2019-12-13,EM,3
1250-0-4-33,1035-0-99-99,1250,1035,50.0,2019-12-13,EM,3
1214-0-4-33,1036-0-99-99,1214,1036,48.0,2019-12-13,EM,3
1219-0-4-33,1036-0-99-99,1219,1036,72.0,2019-12-13,EM,3
1574-0-4-33,1036-0-99-99,1574,1036,103.0,2019-12-13,EM,3
1591-0-4-33,1036-0-99-99,1591,1036,93.0,2019-12-13,EM,3
1131-0-4-33,1037-0-99-99,1131,1037,69.0,2019-12-13,EM,3
1238-0-4-33,1037-0-99-99,1238,1037,63.0,2019-12-13,EM,3
1285-0-4-33,1037-0-99-99,1285,1037,68.0,2019-12-13,EM,3
1406-0-4-33,1037-0-99-99,1406,1037,79.0,2019-12-13,EM,3
1131-0-4-33,1038-0-99-99,1131,1038,65.0,2019-12-13,EM,3
1389-0-4-33,1038-0-99-99,1389,1038,91.0,2019-12-13,EM,3
1422-0-4-33,1038-0-99-99,1422,1038,65.0,2019-12-13,EM,3
1559-0-4-33,1038-0-99-99,1559,1038,91.0,2019-12-13,EM,3
1076-0-4-33,1042-0-99-99,1076,1042,43.0,2019-12-13,EM,3
1245-0-4-33,1042-0-99-99,1245,1042,64.0,2019-12-13,EM,3
1090-0-4-33,1043-0-99-99,1090,1043,43.0,2019-12-13,EM,3
1427-0-4-33,1043-0-99-99,1427,1043,68.0,2019-12-13,EM,3
1250-0-4-33,1045-0-99-99,1250,1045,39.0,2019-12-13,EM,3
1214-0-4-33,1046-0-99-99,1214,1046,37.0,2019-12-13,EM,3
1411-0-4-33,1046-0-99-99,1411,1046,83.0,2019-12-13,EM,3
1313-0-4-33,1047-0-99-99,1313,1047,42.0,2019-12-13,EM,3
1520-0-4-33,1047-0-99-99,1520,1047,66.0,2019-12-13,EM,3
1574-0-4-33,1049-0-99-99,1574,1049,103.0,2019-12-13,EM,3
1252-0-4-33,1050-0-99-99,1252,1050,40.0,2019-12-13,EM,3
1522-0-4-33,1050-0-99-99,1522,1050,72.0,2019-12-13,EM,3
1280-0-4-33,1051-0-99-99,1280,1051,41.0,2019-12-13,EM,3
1328-0-4-33,1051-0-99-99,1328,1051,74.0,2019-12-13,EM,3
1266-0-4-33,1052-0-99-99,1266,1052,48.0,2019-12-13,EM,3
1447-0-4-33,1052-0-99-99,1447,1052,67.0,2019-12-13,EM,3
1464-0-4-33,1052-0-99-99,1464,1052,77.0,2019-12-13,EM,3
1495-0-4-33,1052-0-99-99,1495,1052,100.0,2019-12-13,EM,3
1538-0-4-33,1052-0-99-99,1538,1052,69.0,2019-12-13,EM,3
1591-0-4-33,1055-0-99-99,1591,1055,97.0,2019-12-13,EM,3
1425-0-4-33,1056-0-99-99,1425,1056,73.0,2019-12-13,EM,3
1444-0-4-33,1056-0-99-99,1444,1056,47.0,2019-12-13,EM,3
1619-0-4-33,1056-0-99-99,1619,1056,97.0,2019-12-13,EM,3
1200-0-4-33,1057-0-99-99,1200,1057,41.0,2019-12-13,EM,3
1277-0-4-33,1057-0-99-99,1277,1057,52.0,2019-12-13,EM,3
1539-0-4-33,1057-0-99-99,1539,1057,71.0,2019-12-13,EM,3
1601-0-4-33,1057-0-99-99,1601,1057,99.0,2019-12-13,EM,3
1122-0-4-33,1058-0-99-99,1122,1058,74.0,2019-12-13,EM,3
1270-0-4-33,1058-0-99-99,1270,1058,43.0,2019-12-13,EM,3
1450-0-4-33,1058-0-99-99,1450,1058,50.0,2019-12-13,EM,3
1411-0-4-33,1059-0-99-99,1411,1059,92.0,2019-12-13,EM,3
1090-0-4-33,1060-0-99-99,1090,1060,35.0,2019-12-13,EM,3
1484-0-4-33,1062-0-99-99,1484,1062,89.0,2019-12-13,EM,3
1544-0-4-33,1063-0-99-99,1544,1063,87.0,2019-12-13,EM,3
1621-0-4-33,1063-0-99-99,1621,1063,118.0,2019-12-13,EM,3
1110-0-4-33,1065-0-99-99,1110,1065,35.0,2019-12-13,EM,3
1122-0-4-33,1065-0-99-99,1122,1065,67.0,2019-12-13,EM,3
1202-0-4-33,1065-0-99-99,1202,1065,44.0,2019-12-13,EM,3
1424-0-4-33,1065-0-99-99,1424,1065,73.0,2019-12-13,EM,3
1572-0-4-33,1065-0-99-99,1572,1065,121.0,2019-12-13,EM,3
1122-0-4-33,1066-0-99-99,1122,1066,62.0,2019-12-13,EM,3
1263-0-4-33,1067-0-99-99,1263,1067,57.0,2019-12-13,EM,3
1120-0-4-33,1068-0-99-99,1120,1068,53.0,2019-12-13,EM,3
1330-0-4-33,1068-0-99-99,1330,1068,75.0,2019-12-13,EM,3
1602-0-4-33,1068-0-99-99,1602,1068,101.0,2019-12-13,EM,3
1606-0-4-33,1068-0-99-99,1606,1068,101.0,2019-12-13,EM,3
1483-0-4-33,1070-0-99-99,1483,1070,80.0,2019-12-13,EM,3
1510-0-4-33,1076-0-99-99,1510,1076,95.0,2019-12-13,EM,3
1600-0-4-33,1076-0-99-99,1600,1076,106.0,2019-12-13,EM,3
1039-0-4-33,1078-0-99-99,1039,1078,45.0,2019-12-13,EM,3
1524-0-4-33,1078-0-99-99,1524,1078,97.0,2019-12-13,EM,3
1562-0-4-33,1078-0-99-99,1562,1078,120.0,2019-12-13,EM,3
1365-0-4-33,1080-0-99-99,1365,1080,79.0,2019-12-13,EM,3
1143-0-4-33,1085-0-99-99,1143,1085,68.0,2019-12-13,EM,3
1513-0-4-33,1090-0-99-99,1513,1090,111.0,2019-12-13,EM,3
1132-0-4-33,1104-0-99-99,1132,1104,58.0,2019-12-13,EM,3
1389-0-4-33,1113-0-99-99,1389,1113,74.0,2019-12-13,EM,3
1286-0-4-33,1114-0-99-99,1286,1114,50.0,2019-12-13,EM,3
1022-0-4-33,1116-0-99-99,1022,1116,43.0,2019-12-13,EM,3
1400-0-4-33,1118-0-99-99,1400,1118,58.0,2019-12-13,EM,3
1116-0-4-33,1124-0-99-99,1116,1124,31.0,2019-12-13,EM,3
1412-0-4-33,1139-0-99-99,1412,1139,54.0,2019-12-13,EM,3
1524-0-4-33,1141-0-99-99,1524,1141,111.0,2019-12-13,EM,3
1046-0-4-33,1142-0-99-99,1046,1142,60.0,2019-12-13,EM,3
1130-0-4-33,1145-0-99-99,1130,1145,35.0,2019-12-13,EM,3
1153-0-4-33,1146-0-99-99,1153,1146,55.0,2019-12-13,EM,3
1382-0-4-33,1150-0-99-99,1382,1150,77.0,2019-12-13,EM,3
1133-0-4-33,1156-0-99-99,1133,1156,54.0,2019-12-13,EM,3
1572-0-4-33,1157-0-99-99,1572,1157,113.0,2019-12-13,EM,3
1544-0-4-33,1160-0-99-99,1544,1160,95.0,2019-12-13,EM,3
1176-0-4-33,1168-0-99-99,1176,1168,44.0,2019-12-13,EM,3
1212-0-4-33,1170-0-99-99,1212,1170,56.0,2019-12-13,EM,3
1588-0-4-33,1180-0-99-99,1588,1180,99.0,2019-12-13,EM,3
1595-0-4-33,1187-0-99-99,1595,1187,92.0,2019-12-13,EM,3
1186-0-4-33,1202-0-99-99,1186,1202,30.0,2019-12-13,EM,3
1223-0-4-33,1203-0-99-99,1223,1203,65.0,2019-12-13,EM,3
1139-0-4-33,1211-0-99-99,1139,1211,61.0,2019-12-13,EM,3
1166-0-4-33,1218-0-99-99,1166,1218,79.0,2019-12-13,EM,3
1523-0-4-33,1218-0-99-99,1523,1218,61.0,2019-12-13,EM,3
1554-0-4-33,1218-0-99-99,1554,1218,106.0,2019-12-13,EM,3
1620-0-4-33,1220-0-99-99,1620,1220,87.0,2019-12-13,EM,3
1197-0-4-33,1227-0-99-99,1197,1227,48.0,2019-12-13,EM,3
1233-0-4-33,1227-0-99-99,1233,1227,49.0,2019-12-13,EM,3
1560-0-4-33,1243-0-99-99,1560,1243,63.0,2019-12-13,EM,3
1575-0-4-33,1243-0-99-99,1575,1243,80.0,2019-12-13,EM,3
1224-0-4-33,1247-0-99-99,1224,1247,61.0,2019-12-13,EM,3
1251-0-4-33,1247-0-99-99,1251,1247,44.0,2019-12-13,EM,3
1524-0-4-33,1253-0-99-99,1524,1253,67.0,2019-12-13,EM,3
1383-0-4-33,1260-0-99-99,1383,1260,133.0,2019-12-13,EM,3
1110-0-4-33,1272-0-99-99,1110,1272,49.0,2019-12-13,EM,3
1250-0-4-33,1275-0-99-99,1250,1275,26.0,2019-12-13,EM,3
1144-0-4-33,1277-0-99-99,1144,1277,79.0,2019-12-13,EM,3
1347-0-4-33,1285-0-99-99,1347,1285,80.0,2019-12-13,EM,3
1431-0-4-33,1285-0-99-99,1431,1285,100.0,2019-12-13,EM,3
1544-0-4-33,1298-0-99-99,1544,1298,106.0,2019-12-13,EM,3
1131-0-4-33,1299-0-99-99,1131,1299,78.0,2019-12-13,EM,3
1271-0-4-33,1307-0-99-99,1271,1307,78.0,2019-12-13,EM,3
1290-0-4-33,1307-0-99-99,1290,1307,32.0,2019-12-13,EM,3
1353-0-4-33,1307-0-99-99,1353,1307,41.0,2019-12-13,EM,3
1458-0-4-33,1313-0-99-99,1458,1313,106.0,2019-12-13,EM,3
1124-0-4-33,1317-0-99-99,1124,1317,33.0,2019-12-13,EM,3
1326-0-4-33,1317-0-99-99,1326,1317,67.0,2019-12-13,EM,3
1133-0-4-33,1331-0-99-99,1133,1331,69.0,2019-12-13,EM,3
1177-0-4-33,1355-0-99-99,1177,1355,66.0,2019-12-13,EM,3
1110-0-4-33,1356-0-99-99,1110,1356,91.0,2019-12-13,EM,3
1039-0-4-33,1357-0-99-99,1039,1357,87.0,2019-12-13,EM,3
1385-0-4-33,1358-0-99-99,1385,1358,65.0,2019-12-13,EM,3
1021-0-4-33,1361-0-99-99,1021,1361,109.0,2019-12-13,EM,3
1062-0-4-33,1371-0-99-99,1062,1371,106.0,2019-12-13,EM,3
1173-0-4-33,1378-0-99-99,1173,1378,96.0,2019-12-13,EM,3
1232-0-4-33,1378-0-99-99,1232,1378,112.0,2019-12-13,EM,3
1342-0-4-33,1378-0-99-99,1342,1378,66.0,2019-12-13,EM,3
1351-0-4-33,1379-0-99-99,1351,1379,61.0,2019-12-13,EM,3
1021-0-4-33,1386-0-99-99,1021,1386,97.0,2019-12-13,EM,3
1249-0-4-33,1388-0-99-99,1249,1388,131.0,2019-12-13,EM,3
1396-0-4-33,1388-0-99-99,1396,1388,46.0,2019-12-13,EM,3
1538-0-4-33,1388-0-99-99,1538,1388,131.0,2019-12-13,EM,3
1445-0-4-33,1391-0-99-99,1445,1391,55.0,2019-12-13,EM,3
1265-0-4-33,1393-0-99-99,1265,1393,103.0,2019-12-13,EM,3
1531-0-4-33,1393-0-99-99,1531,1393,103.0,2019-12-13,EM,3
1173-0-4-33,1394-0-99-99,1173,1394,67.0,2019-12-13,EM,3
1401-0-4-33,1395-0-99-99,1401,1395,35.0,2019-12-13,EM,3
1140-0-4-33,1402-0-99-99,1140,1402,43.0,2019-12-13,EM,3
1173-0-4-33,1402-0-99-99,1173,1402,83.0,2019-12-13,EM,3
1400-0-4-33,1402-0-99-99,1400,1402,43.0,2019-12-13,EM,3
1415-0-4-33,1402-0-99-99,1415,1402,71.0,2019-12-13,EM,3
1423-0-4-33,1411-0-99-99,1423,1411,60.0,2019-12-13,EM,3
1407-0-4-33,1415-0-99-99,1407,1415,30.0,2019-12-13,EM,3
1606-0-4-33,1415-0-99-99,1606,1415,97.0,2019-12-13,EM,3
1381-0-4-33,1421-0-99-99,1381,1421,79.0,2019-12-13,EM,3
1041-0-4-33,1423-0-99-99,1041,1423,65.0,2019-12-13,EM,3
1062-0-4-33,1442-0-99-99,1062,1442,83.0,2019-12-13,EM,3
1482-0-4-33,1472-0-99-99,1482,1472,52.0,2019-12-13,EM,3
1538-0-4-33,1476-0-99-99,1538,1476,68.0,2019-12-13,EM,3
1583-0-4-33,1481-0-99-99,1583,1481,56.0,2019-12-13,EM,3
1524-0-4-33,1486-0-99-99,1524,1486,40.0,2019-12-13,EM,3
1531-0-4-33,1490-0-99-99,1531,1490,51.0,2019-12-13,EM,3
1366-0-4-33,1492-0-99-99,1366,1492,150.0,2019-12-13,EM,3
1579-0-4-33,1492-0-99-99,1579,1492,38.0,2019-12-13,EM,3
1513-0-4-33,1503-0-99-99,1513,1503,48.0,2019-12-13,EM,3
1021-0-4-33,1519-0-99-99,1021,1519,49.0,2019-12-13,EM,3
1495-0-4-33,1529-0-99-99,1495,1529,68.0,2019-12-13,EM,3
1428-0-4-33,1530-0-99-99,1428,1530,106.0,2019-12-13,EM,3
1443-0-4-33,1530-0-99-99,1443,1530,89.0,2019-12-13,EM,3
1577-0-4-33,1536-0-99-99,1577,1536,74.0,2019-12-13,EM,3
1569-0-4-33,1543-0-99-99,1569,1543,67.0,2019-12-13,EM,3
1182-0-4-33,1544-0-99-99,1182,1544,98.0,2019-12-13,EM,3
1021-0-4-33,1545-0-99-99,1021,1545,60.0,2019-12-13,EM,3
1515-0-4-33,1561-0-99-99,1515,1561,50.0,2019-12-13,EM,3
1245-0-4-33,1582-0-99-99,1245,1582,78.0,2019-12-13,EM,3
1154-0-4-33,1599-0-99-99,1154,1599,107.0,2019-12-13,EM,3
1562-0-4-33,1607-0-99-99,1562,1607,65.0,2019-12-13,EM,3
1436-0-4-33,1081-0-99-99,1436,1081,83.0,2019-12-13,EM,3
1506-0-4-46,1002-0-99-99,1506,1002,65.0,2019-12-13,EM,4
1126-0-4-46,1006-0-99-99,1126,1006,89.0,2019-12-13,EM,4
1243-0-4-46,1021-0-99-99,1243,1021,60.0,2019-12-13,EM,4
1382-0-4-46,1021-0-99-99,1382,1021,89.0,2019-12-13,EM,4
1571-0-4-46,1021-0-99-99,1571,1021,110.0,2019-12-13,EM,4
1232-0-4-46,1022-0-99-99,1232,1022,78.0,2019-12-13,EM,4
1175-0-4-46,1023-0-99-99,1175,1023,48.0,2019-12-13,EM,4
1018-0-4-46,1034-0-99-99,1018,1034,30.0,2019-12-13,EM,4
1518-0-4-46,1034-0-99-99,1518,1034,85.0,2019-12-13,EM,4
1590-0-4-46,1034-0-99-99,1590,1034,104.0,2019-12-13,EM,4
1250-0-4-46,1035-0-99-99,1250,1035,55.0,2019-12-13,EM,4
1214-0-4-46,1036-0-99-99,1214,1036,59.0,2019-12-13,EM,4
1219-0-4-46,1036-0-99-99,1219,1036,59.0,2019-12-13,EM,4
1574-0-4-46,1036-0-99-99,1574,1036,100.0,2019-12-13,EM,4
1591-0-4-46,1036-0-99-99,1591,1036,100.0,2019-12-13,EM,4
1131-0-4-46,1037-0-99-99,1131,1037,80.0,2019-12-13,EM,4
1238-0-4-46,1037-0-99-99,1238,1037,66.0,2019-12-13,EM,4
1285-0-4-46,1037-0-99-99,1285,1037,55.0,2019-12-13,EM,4
1406-0-4-46,1037-0-99-99,1406,1037,80.0,2019-12-13,EM,4
1131-0-4-46,1038-0-99-99,1131,1038,78.0,2019-12-13,EM,4
1389-0-4-46,1038-0-99-99,1389,1038,78.0,2019-12-13,EM,4
1422-0-4-46,1038-0-99-99,1422,1038,65.0,2019-12-13,EM,4
1559-0-4-46,1038-0-99-99,1559,1038,97.0,2019-12-13,EM,4
1076-0-4-46,1042-0-99-99,1076,1042,39.0,2019-12-13,EM,4
1245-0-4-46,1042-0-99-99,1245,1042,57.0,2019-12-13,EM,4
1090-0-4-46,1043-0-99-99,1090,1043,41.0,2019-12-13,EM,4
1427-0-4-46,1043-0-99-99,1427,1043,55.0,2019-12-13,EM,4
1250-0-4-46,1045-0-99-99,1250,1045,48.0,2019-12-13,EM,4
1214-0-4-46,1046-0-99-99,1214,1046,46.0,2019-12-13,EM,4
1411-0-4-46,1046-0-99-99,1411,1046,75.0,2019-12-13,EM,4
1313-0-4-46,1047-0-99-99,1313,1047,56.0,2019-12-13,EM,4
1520-0-4-46,1047-0-99-99,1520,1047,71.0,2019-12-13,EM,4
1574-0-4-46,1049-0-99-99,1574,1049,99.0,2019-12-13,EM,4
1252-0-4-46,1050-0-99-99,1252,1050,57.0,2019-12-13,EM,4
1522-0-4-46,1050-0-99-99,1522,1050,75.0,2019-12-13,EM,4
1280-0-4-46,1051-0-99-99,1280,1051,46.0,2019-12-13,EM,4
1328-0-4-46,1051-0-99-99,1328,1051,75.0,2019-12-13,EM,4
1266-0-4-46,1052-0-99-99,1266,1052,48.0,2019-12-13,EM,4
1447-0-4-46,1052-0-99-99,1447,1052,64.0,2019-12-13,EM,4
1464-0-4-46,1052-0-99-99,1464,1052,78.0,2019-12-13,EM,4
1495-0-4-46,1052-0-99-99,1495,1052,97.0,2019-12-13,EM,4
1538-0-4-46,1052-0-99-99,1538,1052,60.0,2019-12-13,EM,4
1591-0-4-46,1055-0-99-99,1591,1055,98.0,2019-12-13,EM,4
1425-0-4-46,1056-0-99-99,1425,1056,67.0,2019-12-13,EM,4
1444-0-4-46,1056-0-99-99,1444,1056,58.0,2019-12-13,EM,4
1619-0-4-46,1056-0-99-99,1619,1056,99.0,2019-12-13,EM,4
1200-0-4-46,1057-0-99-99,1200,1057,39.0,2019-12-13,EM,4
1277-0-4-46,1057-0-99-99,1277,1057,42.0,2019-12-13,EM,4
1539-0-4-46,1057-0-99-99,1539,1057,63.0,2019-12-13,EM,4
1601-0-4-46,1057-0-99-99,1601,1057,101.0,2019-12-13,EM,4
1122-0-4-46,1058-0-99-99,1122,1058,61.0,2019-12-13,EM,4
1270-0-4-46,1058-0-99-99,1270,1058,43.0,2019-12-13,EM,4
1450-0-4-46,1058-0-99-99,1450,1058,61.0,2019-12-13,EM,4
1411-0-4-46,1059-0-99-99,1411,1059,79.0,2019-12-13,EM,4
1090-0-4-46,1060-0-99-99,1090,1060,31.0,2019-12-13,EM,4
1484-0-4-46,1062-0-99-99,1484,1062,92.0,2019-12-13,EM,4
1544-0-4-46,1063-0-99-99,1544,1063,86.0,2019-12-13,EM,4
1621-0-4-46,1063-0-99-99,1621,1063,105.0,2019-12-13,EM,4
1110-0-4-46,1065-0-99-99,1110,1065,38.0,2019-12-13,EM,4
1122-0-4-46,1065-0-99-99,1122,1065,54.0,2019-12-13,EM,4
1202-0-4-46,1065-0-99-99,1202,1065,44.0,2019-12-13,EM,4
1424-0-4-46,1065-0-99-99,1424,1065,60.0,2019-12-13,EM,4
1572-0-4-46,1065-0-99-99,1572,1065,138.0,2019-12-13,EM,4
1122-0-4-46,1066-0-99-99,1122,1066,49.0,2019-12-13,EM,4
1263-0-4-46,1067-0-99-99,1263,1067,62.0,2019-12-13,EM,4
1120-0-4-46,1068-0-99-99,1120,1068,56.0,2019-12-13,EM,4
1330-0-4-46,1068-0-99-99,1330,1068,77.0,2019-12-13,EM,4
1602-0-4-46,1068-0-99-99,1602,1068,107.0,2019-12-13,EM,4
1606-0-4-46,1068-0-99-99,1606,1068,88.0,2019-12-13,EM,4
1483-0-4-46,1070-0-99-99,1483,1070,80.0,2019-12-13,EM,4
1510-0-4-46,1076-0-99-99,1510,1076,92.0,2019-12-13,EM,4
1600-0-4-46,1076-0-99-99,1600,1076,109.0,2019-12-13,EM,4
1039-0-4-46,1078-0-99-99,1039,1078,43.0,2019-12-13,EM,4
1524-0-4-46,1078-0-99-99,1524,1078,94.0,2019-12-13,EM,4
1562-0-4-46,1078-0-99-99,1562,1078,109.0,2019-12-13,EM,4
1365-0-4-46,1080-0-99-99,1365,1080,99.0,2019-12-13,EM,4
1143-0-4-46,1085-0-99-99,1143,1085,74.0,2019-12-13,EM,4
1513-0-4-46,1090-0-99-99,1513,1090,100.0,2019-12-13,EM,4
1132-0-4-46,1104-0-99-99,1132,1104,45.0,2019-12-13,EM,4
1389-0-4-46,1113-0-99-99,1389,1113,80.0,2019-12-13,EM,4
1286-0-4-46,1114-0-99-99,1286,1114,37.0,2019-12-13,EM,4
1022-0-4-46,1116-0-99-99,1022,1116,41.0,2019-12-13,EM,4
1400-0-4-46,1118-0-99-99,1400,1118,55.0,2019-12-13,EM,4
1116-0-4-46,1124-0-99-99,1116,1124,31.0,2019-12-13,EM,4
1412-0-4-46,1139-0-99-99,1412,1139,54.0,2019-12-13,EM,4
1524-0-4-46,1141-0-99-99,1524,1141,98.0,2019-12-13,EM,4
1046-0-4-46,1142-0-99-99,1046,1142,65.0,2019-12-13,EM,4
1130-0-4-46,1145-0-99-99,1130,1145,35.0,2019-12-13,EM,4
1153-0-4-46,1146-0-99-99,1153,1146,42.0,2019-12-13,EM,4
1382-0-4-46,1150-0-99-99,1382,1150,67.0,2019-12-13,EM,4
1133-0-4-46,1156-0-99-99,1133,1156,41.0,2019-12-13,EM,4
1572-0-4-46,1157-0-99-99,1572,1157,134.0,2019-12-13,EM,4
1544-0-4-46,1160-0-99-99,1544,1160,109.0,2019-12-13,EM,4
1176-0-4-46,1168-0-99-99,1176,1168,33.0,2019-12-13,EM,4
1212-0-4-46,1170-0-99-99,1212,1170,53.0,2019-12-13,EM,4
1588-0-4-46,1180-0-99-99,1588,1180,86.0,2019-12-13,EM,4
