o_node,d_node,origin,destination,travel_time,date,period,trial
1021-0-4-11,1545-0-99-99,1021,1545,55.0,2019-11-28,EM,1
1515-0-4-11,1561-0-99-99,1515,1561,54.0,2019-11-28,EM,1
1245-0-4-11,1582-0-99-99,1245,1582,63.0,2019-11-28,EM,1
1154-0-4-11,1599-0-99-99,1154,1599,95.0,2019-11-28,EM,1
1562-0-4-11,1607-0-99-99,1562,1607,50.0,2019-11-28,EM,1
1436-0-4-11,1081-0-99-99,1436,1081,95.0,2019-11-28,EM,1
1506-0-4-29,1002-0-99-99,1506,1002,62.0,2019-11-28,EM,2
1126-0-4-29,1006-0-99-99,1126,1006,79.0,2019-11-28,EM,2
1243-0-4-29,1021-0-99-99,1243,1021,57.0,2019-11-28,EM,2
1382-0-4-29,1021-0-99-99,1382,1021,106.0,2019-11-28,EM,2
1571-0-4-29,1021-0-99-99,1571,1021,114.0,2019-11-28,EM,2
1232-0-4-29,1022-0-99-99,1232,1022,59.0,2019-11-28,EM,2
1175-0-4-29,1023-0-99-99,1175,1023,55.0,2019-11-28,EM,2
1018-0-4-29,1034-0-99-99,1018,1034,28.0,2019-11-28,EM,2
1518-0-4-29,1034-0-99-99,1518,1034,94.0,2019-11-28,EM,2
1590-0-4-29,1034-0-99-99,1590,1034,86.0,2019-11-28,EM,2
1250-0-4-29,1035-0-99-99,1250,1035,57.0,2019-11-28,EM,2
1214-0-4-29,1036-0-99-99,1214,1036,43.0,2019-11-28,EM,2
1219-0-4-29,1036-0-99-99,1219,1036,56.0,2019-11-28,EM,2
1574-0-4-29,1036-0-99-99,1574,1036,103.0,2019-11-28,EM,2
1591-0-4-29,1036-0-99-99,1591,1036,81.0,2019-11-28,EM,2
1131-0-4-29,1037-0-99-99,1131,1037,71.0,2019-11-28,EM,2
1238-0-4-29,1037-0-99-99,1238,1037,63.0,2019-11-28,EM,2
1285-0-4-29,1037-0-99-99,1285,1037,119.0,2019-11-28,EM,2
1406-0-4-29,1037-0-99-99,1406,1037,96.0,2019-11-28,EM,2
1131-0-4-29,1038-0-99-99,1131,1038,68.0,2019-11-28,EM,2
1389-0-4-29,1038-0-99-99,1389,1038,94.0,2019-11-28,EM,2
1422-0-4-29,1038-0-99-99,1422,1038,68.0,2019-11-28,EM,2
1559-0-4-29,1038-0-99-99,1559,1038,85.0,2019-11-28,EM,2
1076-0-4-29,1042-0-99-99,1076,1042,45.0,2019-11-28,EM,2
1245-0-4-29,1042-0-99-99,1245,1042,66.0,2019-11-28,EM,2
1090-0-4-29,1043-0-99-99,1090,1043,51.0,2019-11-28,EM,2
1427-0-4-29,1043-0-99-99,1427,1043,68.0,2019-11-28,EM,2
1250-0-4-29,1045-0-99-99,1250,1045,44.0,2019-11-28,EM,2
1214-0-4-29,1046-0-99-99,1214,1046,33.0,2019-11-28,EM,2
1411-0-4-29,1046-0-99-99,1411,1046,88.0,2019-11-28,EM,2
1313-0-4-29,1047-0-99-99,1313,1047,53.0,2019-11-28,EM,2
1520-0-4-29,1047-0-99-99,1520,1047,70.0,2019-11-28,EM,2
1574-0-4-29,1049-0-99-99,1574,1049,102.0,2019-11-28,EM,2
1252-0-4-29,1050-0-99-99,1252,1050,44.0,2019-11-28,EM,2
1522-0-4-29,1050-0-99-99,1522,1050,72.0,2019-11-28,EM,2
1280-0-4-29,1051-0-99-99,1280,1051,45.0,2019-11-28,EM,2
1328-0-4-29,1051-0-99-99,1328,1051,65.0,2019-11-28,EM,2
1266-0-4-29,1052-0-99-99,1266,1052,52.0,2019-11-28,EM,2
1447-0-4-29,1052-0-99-99,1447,1052,69.0,2019-11-28,EM,2
1464-0-4-29,1052-0-99-99,1464,1052,69.0,2019-11-28,EM,2
1495-0-4-29,1052-0-99-99,1495,1052,98.0,2019-11-28,EM,2
1538-0-4-29,1052-0-99-99,1538,1052,52.0,2019-11-28,EM,2
1591-0-4-29,1055-0-99-99,1591,1055,84.0,2019-11-28,EM,2
1425-0-4-29,1056-0-99-99,1425,1056,72.0,2019-11-28,EM,2
1444-0-4-29,1056-0-99-99,1444,1056,72.0,2019-11-28,EM,2
1619-0-4-29,1056-0-99-99,1619,1056,101.0,2019-11-28,EM,2
1200-0-4-29,1057-0-99-99,1200,1057,39.0,2019-11-28,EM,2
1277-0-4-29,1057-0-99-99,1277,1057,53.0,2019-11-28,EM,2
1539-0-4-29,1057-0-99-99,1539,1057,83.0,2019-11-28,EM,2
1601-0-4-29,1057-0-99-99,1601,1057,99.0,2019-11-28,EM,2
1122-0-4-29,1058-0-99-99,1122,1058,77.0,2019-11-28,EM,2
1270-0-4-29,1058-0-99-99,1270,1058,45.0,2019-11-28,EM,2
1450-0-4-29,1058-0-99-99,1450,1058,77.0,2019-11-28,EM,2
1411-0-4-29,1059-0-99-99,1411,1059,91.0,2019-11-28,EM,2
1090-0-4-29,1060-0-99-99,1090,1060,29.0,2019-11-28,EM,2
1484-0-4-29,1062-0-99-99,1484,1062,84.0,2019-11-28,EM,2
1544-0-4-29,1063-0-99-99,1544,1063,88.0,2019-11-28,EM,2
1621-0-4-29,1063-0-99-99,1621,1063,107.0,2019-11-28,EM,2
1110-0-4-29,1065-0-99-99,1110,1065,43.0,2019-11-28,EM,2
1122-0-4-29,1065-0-99-99,1122,1065,79.0,2019-11-28,EM,2
1202-0-4-29,1065-0-99-99,1202,1065,46.0,2019-11-28,EM,2
1424-0-4-29,1065-0-99-99,1424,1065,80.0,2019-11-28,EM,2
1572-0-4-29,1065-0-99-99,1572,1065,110.0,2019-11-28,EM,2
1122-0-4-29,1066-0-99-99,1122,1066,74.0,2019-11-28,EM,2
1263-0-4-29,1067-0-99-99,1263,1067,50.0,2019-11-28,EM,2
1120-0-4-29,1068-0-99-99,1120,1068,54.0,2019-11-28,EM,2
1330-0-4-29,1068-0-99-99,1330,1068,88.0,2019-11-28,EM,2
1602-0-4-29,1068-0-99-99,1602,1068,105.0,2019-11-28,EM,2
1606-0-4-29,1068-0-99-99,1606,1068,105.0,2019-11-28,EM,2
1483-0-4-29,1070-0-99-99,1483,1070,78.0,2019-11-28,EM,2
1510-0-4-29,1076-0-99-99,1510,1076,87.0,2019-11-28,EM,2
1600-0-4-29,1076-0-99-99,1600,1076,87.0,2019-11-28,EM,2
1039-0-4-29,1078-0-99-99,1039,1078,49.0,2019-11-28,EM,2
1524-0-4-29,1078-0-99-99,1524,1078,97.0,2019-11-28,EM,2
1562-0-4-29,1078-0-99-99,1562,1078,114.0,2019-11-28,EM,2
1365-0-4-29,1080-0-99-99,1365,1080,82.0,2019-11-28,EM,2
1143-0-4-29,1085-0-99-99,1143,1085,56.0,2019-11-28,EM,2
1513-0-4-29,1090-0-99-99,1513,1090,100.0,2019-11-28,EM,2
1132-0-4-29,1104-0-99-99,1132,1104,61.0,2019-11-28,EM,2
1389-0-4-29,1113-0-99-99,1389,1113,79.0,2019-11-28,EM,2
1286-0-4-29,1114-0-99-99,1286,1114,88.0,2019-11-28,EM,2
1022-0-4-29,1116-0-99-99,1022,1116,46.0,2019-11-28,EM,2
1400-0-4-29,1118-0-99-99,1400,1118,60.0,2019-11-28,EM,2
1116-0-4-29,1124-0-99-99,1116,1124,28.0,2019-11-28,EM,2
1412-0-4-29,1139-0-99-99,1412,1139,57.0,2019-11-28,EM,2
1524-0-4-29,1141-0-99-99,1524,1141,102.0,2019-11-28,EM,2
1046-0-4-29,1142-0-99-99,1046,1142,62.0,2019-11-28,EM,2
1130-0-4-29,1145-0-99-99,1130,1145,35.0,2019-11-28,EM,2
1153-0-4-29,1146-0-99-99,1153,1146,59.0,2019-11-28,EM,2
1382-0-4-29,1150-0-99-99,1382,1150,82.0,2019-11-28,EM,2
1133-0-4-29,1156-0-99-99,1133,1156,56.0,2019-11-28,EM,2
1572-0-4-29,1157-0-99-99,1572,1157,109.0,2019-11-28,EM,2
1544-0-4-29,1160-0-99-99,1544,1160,100.0,2019-11-28,EM,2
1176-0-4-29,1168-0-99-99,1176,1168,31.0,2019-11-28,EM,2
1212-0-4-29,1170-0-99-99,1212,1170,60.0,2019-11-28,EM,2
1588-0-4-29,1180-0-99-99,1588,1180,86.0,2019-11-28,EM,2
1595-0-4-29,1187-0-99-99,1595,1187,101.0,2019-11-28,EM,2
1186-0-4-29,1202-0-99-99,1186,1202,30.0,2019-11-28,EM,2
1223-0-4-29,1203-0-99-99,1223,1203,62.0,2019-11-28,EM,2
1139-0-4-29,1211-0-99-99,1139,1211,63.0,2019-11-28,EM,2
1166-0-4-29,1218-0-99-99,1166,1218,98.0,2019-11-28,EM,2
1523-0-4-29,1218-0-99-99,1523,1218,70.0,2019-11-28,EM,2
1554-0-4-29,1218-0-99-99,1554,1218,81.0,2019-11-28,EM,2
1620-0-4-29,1220-0-99-99,1620,1220,85.0,2019-11-28,EM,2
1197-0-4-29,1227-0-99-99,1197,1227,32.0,2019-11-28,EM,2
1233-0-4-29,1227-0-99-99,1233,1227,56.0,2019-11-28,EM,2
1560-0-4-29,1243-0-99-99,1560,1243,53.0,2019-11-28,EM,2
1575-0-4-29,1243-0-99-99,1575,1243,87.0,2019-11-28,EM,2
1224-0-4-29,1247-0-99-99,1224,1247,54.0,2019-11-28,EM,2
1251-0-4-29,1247-0-99-99,1251,1247,38.0,2019-11-28,EM,2
1524-0-4-29,1253-0-99-99,1524,1253,73.0,2019-11-28,EM,2
1383-0-4-29,1260-0-99-99,1383,1260,134.0,2019-11-28,EM,2
1110-0-4-29,1272-0-99-99,1110,1272,58.0,2019-11-28,EM,2
1250-0-4-29,1275-0-99-99,1250,1275,31.0,2019-11-28,EM,2
1144-0-4-29,1277-0-99-99,1144,1277,62.0,2019-11-28,EM,2
1347-0-4-29,1285-0-99-99,1347,1285,85.0,2019-11-28,EM,2
1431-0-4-29,1285-0-99-99,1431,1285,111.0,2019-11-28,EM,2
1544-0-4-29,1298-0-99-99,1544,1298,125.0,2019-11-28,EM,2
1131-0-4-29,1299-0-99-99,1131,1299,83.0,2019-11-28,EM,2
1271-0-4-29,1307-0-99-99,1271,1307,84.0,2019-11-28,EM,2
1290-0-4-29,1307-0-99-99,1290,1307,37.0,2019-11-28,EM,2
1353-0-4-29,1307-0-99-99,1353,1307,46.0,2019-11-28,EM,2
1458-0-4-29,1313-0-99-99,1458,1313,107.0,2019-11-28,EM,2
1124-0-4-29,1317-0-99-99,1124,1317,34.0,2019-11-28,EM,2
1326-0-4-29,1317-0-99-99,1326,1317,61.0,2019-11-28,EM,2
1133-0-4-29,1331-0-99-99,1133,1331,52.0,2019-11-28,EM,2
1177-0-4-29,1355-0-99-99,1177,1355,58.0,2019-11-28,EM,2
1110-0-4-29,1356-0-99-99,1110,1356,91.0,2019-11-28,EM,2
1039-0-4-29,1357-0-99-99,1039,1357,104.0,2019-11-28,EM,2
1385-0-4-29,1358-0-99-99,1385,1358,70.0,2019-11-28,EM,2
1021-0-4-29,1361-0-99-99,1021,1361,106.0,2019-11-28,EM,2
1062-0-4-29,1371-0-99-99,1062,1371,104.0,2019-11-28,EM,2
1173-0-4-29,1378-0-99-99,1173,1378,97.0,2019-11-28,EM,2
1232-0-4-29,1378-0-99-99,1232,1378,110.0,2019-11-28,EM,2
1342-0-4-29,1378-0-99-99,1342,1378,73.0,2019-11-28,EM,2
1351-0-4-29,1379-0-99-99,1351,1379,69.0,2019-11-28,EM,2
1021-0-4-29,1386-0-99-99,1021,1386,89.0,2019-11-28,EM,2
1249-0-4-29,1388-0-99-99,1249,1388,129.0,2019-11-28,EM,2
1396-0-4-29,1388-0-99-99,1396,1388,77.0,2019-11-28,EM,2
1538-0-4-29,1388-0-99-99,1538,1388,125.0,2019-11-28,EM,2
1445-0-4-29,1391-0-99-99,1445,1391,60.0,2019-11-28,EM,2
1265-0-4-29,1393-0-99-99,1265,1393,109.0,2019-11-28,EM,2
1531-0-4-29,1393-0-99-99,1531,1393,83.0,2019-11-28,EM,2
1173-0-4-29,1394-0-99-99,1173,1394,71.0,2019-11-28,EM,2
1401-0-4-29,1395-0-99-99,1401,1395,34.0,2019-11-28,EM,2
1140-0-4-29,1402-0-99-99,1140,1402,48.0,2019-11-28,EM,2
1173-0-4-29,1402-0-99-99,1173,1402,76.0,2019-11-28,EM,2
1400-0-4-29,1402-0-99-99,1400,1402,48.0,2019-11-28,EM,2
1415-0-4-29,1402-0-99-99,1415,1402,76.0,2019-11-28,EM,2
1423-0-4-29,1411-0-99-99,1423,1411,53.0,2019-11-28,EM,2
1407-0-4-29,1415-0-99-99,1407,1415,48.0,2019-11-28,EM,2
1606-0-4-29,1415-0-99-99,1606,1415,95.0,2019-11-28,EM,2
1381-0-4-29,1421-0-99-99,1381,1421,81.0,2019-11-28,EM,2
1041-0-4-29,1423-0-99-99,1041,1423,65.0,2019-11-28,EM,2
1062-0-4-29,1442-0-99-99,1062,1442,80.0,2019-11-28,EM,2
1482-0-4-29,1472-0-99-99,1482,1472,56.0,2019-11-28,EM,2
1538-0-4-29,1476-0-99-99,1538,1476,67.0,2019-11-28,EM,2
1583-0-4-29,1481-0-99-99,1583,1481,53.0,2019-11-28,EM,2
1524-0-4-29,1486-0-99-99,1524,1486,44.0,2019-11-28,EM,2
1531-0-4-29,1490-0-99-99,1531,1490,37.0,2019-11-28,EM,2
1366-0-4-29,1492-0-99-99,1366,1492,123.0,2019-11-28,EM,2
1579-0-4-29,1492-0-99-99,1579,1492,30.0,2019-11-28,EM,2
1513-0-4-29,1503-0-99-99,1513,1503,39.0,2019-11-28,EM,2
1021-0-4-29,1519-0-99-99,1021,1519,49.0,2019-11-28,EM,2
1495-0-4-29,1529-0-99-99,1495,1529,71.0,2019-11-28,EM,2
1428-0-4-29,1530-0-99-99,1428,1530,112.0,2019-11-28,EM,2
1443-0-4-29,1530-0-99-99,1443,1530,91.0,2019-11-28,EM,2
1577-0-4-29,1536-0-99-99,1577,1536,79.0,2019-11-28,EM,2
1569-0-4-29,1543-0-99-99,1569,1543,77.0,2019-11-28,EM,2
1182-0-4-29,1544-0-99-99,1182,1544,108.0,2019-11-28,EM,2
1021-0-4-29,1545-0-99-99,1021,1545,61.0,2019-11-28,EM,2
1515-0-4-29,1561-0-99-99,1515,1561,48.0,2019-11-28,EM,2
1245-0-4-29,1582-0-99-99,1245,1582,76.0,2019-11-28,EM,2
1154-0-4-29,1599-0-99-99,1154,1599,111.0,2019-11-28,EM,2
1562-0-4-29,1607-0-99-99,1562,1607,63.0,2019-11-28,EM,2
1436-0-4-29,1081-0-99-99,1436,1081,85.0,2019-11-28,EM,2
1506-0-4-32,1002-0-99-99,1506,1002,59.0,2019-11-28,EM,3
1126-0-4-32,1006-0-99-99,1126,1006,76.0,2019-11-28,EM,3
1243-0-4-32,1021-0-99-99,1243,1021,70.0,2019-11-28,EM,3
1382-0-4-32,1021-0-99-99,1382,1021,103.0,2019-11-28,EM,3
1571-0-4-32,1021-0-99-99,1571,1021,111.0,2019-11-28,EM,3
1232-0-4-32,1022-0-99-99,1232,1022,74.0,2019-11-28,EM,3
1175-0-4-32,1023-0-99-99,1175,1023,52.0,2019-11-28,EM,3
1018-0-4-32,1034-0-99-99,1018,1034,30.0,2019-11-28,EM,3
1518-0-4-32,1034-0-99-99,1518,1034,91.0,2019-11-28,EM,3
1590-0-4-32,1034-0-99-99,1590,1034,83.0,2019-11-28,EM,3
1250-0-4-32,1035-0-99-99,1250,1035,54.0,2019-11-28,EM,3
1214-0-4-32,1036-0-99-99,1214,1036,40.0,2019-11-28,EM,3
1219-0-4-32,1036-0-99-99,1219,1036,53.0,2019-11-28,EM,3
1574-0-4-32,1036-0-99-99,1574,1036,100.0,2019-11-28,EM,3
1591-0-4-32,1036-0-99-99,1591,1036,78.0,2019-11-28,EM,3
1131-0-4-32,1037-0-99-99,1131,1037,68.0,2019-11-28,EM,3
1238-0-4-32,1037-0-99-99,1238,1037,60.0,2019-11-28,EM,3
1285-0-4-32,1037-0-99-99,1285,1037,116.0,2019-11-28,EM,3
1406-0-4-32,1037-0-99-99,1406,1037,93.0,2019-11-28,EM,3
1131-0-4-32,1038-0-99-99,1131,1038,65.0,2019-11-28,EM,3
1389-0-4-32,1038-0-99-99,1389,1038,91.0,2019-11-28,EM,3
1422-0-4-32,1038-0-99-99,1422,1038,65.0,2019-11-28,EM,3
1559-0-4-32,1038-0-99-99,1559,1038,82.0,2019-11-28,EM,3
1076-0-4-32,1042-0-99-99,1076,1042,44.0,2019-11-28,EM,3
1245-0-4-32,1042-0-99-99,1245,1042,63.0,2019-11-28,EM,3
1090-0-4-32,1043-0-99-99,1090,1043,51.0,2019-11-28,EM,3
1427-0-4-32,1043-0-99-99,1427,1043,65.0,2019-11-28,EM,3
1250-0-4-32,1045-0-99-99,1250,1045,41.0,2019-11-28,EM,3
1214-0-4-32,1046-0-99-99,1214,1046,30.0,2019-11-28,EM,3
1411-0-4-32,1046-0-99-99,1411,1046,85.0,2019-11-28,EM,3
1313-0-4-32,1047-0-99-99,1313,1047,50.0,2019-11-28,EM,3
1520-0-4-32,1047-0-99-99,1520,1047,67.0,2019-11-28,EM,3
1574-0-4-32,1049-0-99-99,1574,1049,99.0,2019-11-28,EM,3
1252-0-4-32,1050-0-99-99,1252,1050,41.0,2019-11-28,EM,3
1522-0-4-32,1050-0-99-99,1522,1050,69.0,2019-11-28,EM,3
1280-0-4-32,1051-0-99-99,1280,1051,42.0,2019-11-28,EM,3
1328-0-4-32,1051-0-99-99,1328,1051,62.0,2019-11-28,EM,3
1266-0-4-32,1052-0-99-99,1266,1052,49.0,2019-11-28,EM,3
1447-0-4-32,1052-0-99-99,1447,1052,66.0,2019-11-28,EM,3
1464-0-4-32,1052-0-99-99,1464,1052,66.0,2019-11-28,EM,3
1495-0-4-32,1052-0-99-99,1495,1052,95.0,2019-11-28,EM,3
1538-0-4-32,1052-0-99-99,1538,1052,49.0,2019-11-28,EM,3
1591-0-4-32,1055-0-99-99,1591,1055,81.0,2019-11-28,EM,3
1425-0-4-32,1056-0-99-99,1425,1056,74.0,2019-11-28,EM,3
1444-0-4-32,1056-0-99-99,1444,1056,69.0,2019-11-28,EM,3
1619-0-4-32,1056-0-99-99,1619,1056,98.0,2019-11-28,EM,3
1200-0-4-32,1057-0-99-99,1200,1057,43.0,2019-11-28,EM,3
1277-0-4-32,1057-0-99-99,1277,1057,50.0,2019-11-28,EM,3
1539-0-4-32,1057-0-99-99,1539,1057,81.0,2019-11-28,EM,3
1601-0-4-32,1057-0-99-99,1601,1057,96.0,2019-11-28,EM,3
1122-0-4-32,1058-0-99-99,1122,1058,74.0,2019-11-28,EM,3
1270-0-4-32,1058-0-99-99,1270,1058,42.0,2019-11-28,EM,3
1450-0-4-32,1058-0-99-99,1450,1058,74.0,2019-11-28,EM,3
1411-0-4-32,1059-0-99-99,1411,1059,88.0,2019-11-28,EM,3
1090-0-4-32,1060-0-99-99,1090,1060,36.0,2019-11-28,EM,3
1484-0-4-32,1062-0-99-99,1484,1062,81.0,2019-11-28,EM,3
1544-0-4-32,1063-0-99-99,1544,1063,85.0,2019-11-28,EM,3
1621-0-4-32,1063-0-99-99,1621,1063,104.0,2019-11-28,EM,3
1110-0-4-32,1065-0-99-99,1110,1065,40.0,2019-11-28,EM,3
1122-0-4-32,1065-0-99-99,1122,1065,76.0,2019-11-28,EM,3
1202-0-4-32,1065-0-99-99,1202,1065,43.0,2019-11-28,EM,3
1424-0-4-32,1065-0-99-99,1424,1065,77.0,2019-11-28,EM,3
1572-0-4-32,1065-0-99-99,1572,1065,124.0,2019-11-28,EM,3
1122-0-4-32,1066-0-99-99,1122,1066,71.0,2019-11-28,EM,3
1263-0-4-32,1067-0-99-99,1263,1067,60.0,2019-11-28,EM,3
1120-0-4-32,1068-0-99-99,1120,1068,51.0,2019-11-28,EM,3
1330-0-4-32,1068-0-99-99,1330,1068,85.0,2019-11-28,EM,3
1602-0-4-32,1068-0-99-99,1602,1068,102.0,2019-11-28,EM,3
1606-0-4-32,1068-0-99-99,1606,1068,102.0,2019-11-28,EM,3
1483-0-4-32,1070-0-99-99,1483,1070,75.0,2019-11-28,EM,3
1510-0-4-32,1076-0-99-99,1510,1076,84.0,2019-11-28,EM,3
1600-0-4-32,1076-0-99-99,1600,1076,113.0,2019-11-28,EM,3
1039-0-4-32,1078-0-99-99,1039,1078,46.0,2019-11-28,EM,3
1524-0-4-32,1078-0-99-99,1524,1078,104.0,2019-11-28,EM,3
1562-0-4-32,1078-0-99-99,1562,1078,111.0,2019-11-28,EM,3
1365-0-4-32,1080-0-99-99,1365,1080,94.0,2019-11-28,EM,3
1143-0-4-32,1085-0-99-99,1143,1085,76.0,2019-11-28,EM,3
1513-0-4-32,1090-0-99-99,1513,1090,103.0,2019-11-28,EM,3
1132-0-4-32,1104-0-99-99,1132,1104,58.0,2019-11-28,EM,3
1389-0-4-32,1113-0-99-99,1389,1113,76.0,2019-11-28,EM,3
1286-0-4-32,1114-0-99-99,1286,1114,85.0,2019-11-28,EM,3
1022-0-4-32,1116-0-99-99,1022,1116,43.0,2019-11-28,EM,3
1400-0-4-32,1118-0-99-99,1400,1118,57.0,2019-11-28,EM,3
1116-0-4-32,1124-0-99-99,1116,1124,32.0,2019-11-28,EM,3
1412-0-4-32,1139-0-99-99,1412,1139,54.0,2019-11-28,EM,3
1524-0-4-32,1141-0-99-99,1524,1141,112.0,2019-11-28,EM,3
1046-0-4-32,1142-0-99-99,1046,1142,59.0,2019-11-28,EM,3
1130-0-4-32,1145-0-99-99,1130,1145,35.0,2019-11-28,EM,3
1153-0-4-32,1146-0-99-99,1153,1146,56.0,2019-11-28,EM,3
1382-0-4-32,1150-0-99-99,1382,1150,79.0,2019-11-28,EM,3
1133-0-4-32,1156-0-99-99,1133,1156,53.0,2019-11-28,EM,3
1572-0-4-32,1157-0-99-99,1572,1157,121.0,2019-11-28,EM,3
1544-0-4-32,1160-0-99-99,1544,1160,97.0,2019-11-28,EM,3
1176-0-4-32,1168-0-99-99,1176,1168,46.0,2019-11-28,EM,3
1212-0-4-32,1170-0-99-99,1212,1170,57.0,2019-11-28,EM,3
1588-0-4-32,1180-0-99-99,1588,1180,107.0,2019-11-28,EM,3
1595-0-4-32,1187-0-99-99,1595,1187,98.0,2019-11-28,EM,3
1186-0-4-32,1202-0-99-99,1186,1202,30.0,2019-11-28,EM,3
1223-0-4-32,1203-0-99-99,1223,1203,62.0,2019-11-28,EM,3
1139-0-4-32,1211-0-99-99,1139,1211,60.0,2019-11-28,EM,3
1166-0-4-32,1218-0-99-99,1166,1218,95.0,2019-11-28,EM,3
1523-0-4-32,1218-0-99-99,1523,1218,75.0,2019-11-28,EM,3
1554-0-4-32,1218-0-99-99,1554,1218,78.0,2019-11-28,EM,3
1620-0-4-32,1220-0-99-99,1620,1220,95.0,2019-11-28,EM,3
1197-0-4-32,1227-0-99-99,1197,1227,48.0,2019-11-28,EM,3
1233-0-4-32,1227-0-99-99,1233,1227,53.0,2019-11-28,EM,3
1560-0-4-32,1243-0-99-99,1560,1243,50.0,2019-11-28,EM,3
1575-0-4-32,1243-0-99-99,1575,1243,84.0,2019-11-28,EM,3
1224-0-4-32,1247-0-99-99,1224,1247,51.0,2019-11-28,EM,3
1251-0-4-32,1247-0-99-99,1251,1247,35.0,2019-11-28,EM,3
1524-0-4-32,1253-0-99-99,1524,1253,70.0,2019-11-28,EM,3
1383-0-4-32,1260-0-99-99,1383,1260,131.0,2019-11-28,EM,3
1110-0-4-32,1272-0-99-99,1110,1272,55.0,2019-11-28,EM,3
1250-0-4-32,1275-0-99-99,1250,1275,28.0,2019-11-28,EM,3
1144-0-4-32,1277-0-99-99,1144,1277,59.0,2019-11-28,EM,3
1347-0-4-32,1285-0-99-99,1347,1285,82.0,2019-11-28,EM,3
1431-0-4-32,1285-0-99-99,1431,1285,108.0,2019-11-28,EM,3
1544-0-4-32,1298-0-99-99,1544,1298,122.0,2019-11-28,EM,3
1131-0-4-32,1299-0-99-99,1131,1299,80.0,2019-11-28,EM,3
1271-0-4-32,1307-0-99-99,1271,1307,81.0,2019-11-28,EM,3
1290-0-4-32,1307-0-99-99,1290,1307,34.0,2019-11-28,EM,3
1353-0-4-32,1307-0-99-99,1353,1307,43.0,2019-11-28,EM,3
1458-0-4-32,1313-0-99-99,1458,1313,104.0,2019-11-28,EM,3
1124-0-4-32,1317-0-99-99,1124,1317,34.0,2019-11-28,EM,3
1326-0-4-32,1317-0-99-99,1326,1317,64.0,2019-11-28,EM,3
1133-0-4-32,1331-0-99-99,1133,1331,49.0,2019-11-28,EM,3
1177-0-4-32,1355-0-99-99,1177,1355,69.0,2019-11-28,EM,3
1110-0-4-32,1356-0-99-99,1110,1356,88.0,2019-11-28,EM,3
1039-0-4-32,1357-0-99-99,1039,1357,101.0,2019-11-28,EM,3
1385-0-4-32,1358-0-99-99,1385,1358,67.0,2019-11-28,EM,3
1021-0-4-32,1361-0-99-99,1021,1361,109.0,2019-11-28,EM,3
1062-0-4-32,1371-0-99-99,1062,1371,101.0,2019-11-28,EM,3
1173-0-4-32,1378-0-99-99,1173,1378,94.0,2019-11-28,EM,3
1232-0-4-32,1378-0-99-99,1232,1378,113.0,2019-11-28,EM,3
1342-0-4-32,1378-0-99-99,1342,1378,70.0,2019-11-28,EM,3
1351-0-4-32,1379-0-99-99,1351,1379,66.0,2019-11-28,EM,3
1021-0-4-32,1386-0-99-99,1021,1386,99.0,2019-11-28,EM,3
1249-0-4-32,1388-0-99-99,1249,1388,126.0,2019-11-28,EM,3
1396-0-4-32,1388-0-99-99,1396,1388,74.0,2019-11-28,EM,3
1538-0-4-32,1388-0-99-99,1538,1388,122.0,2019-11-28,EM,3
1445-0-4-32,1391-0-99-99,1445,1391,57.0,2019-11-28,EM,3
1265-0-4-32,1393-0-99-99,1265,1393,106.0,2019-11-28,EM,3
1531-0-4-32,1393-0-99-99,1531,1393,106.0,2019-11-28,EM,3
1173-0-4-32,1394-0-99-99,1173,1394,68.0,2019-11-28,EM,3
1401-0-4-32,1395-0-99-99,1401,1395,37.0,2019-11-28,EM,3
1140-0-4-32,1402-0-99-99,1140,1402,45.0,2019-11-28,EM,3
1173-0-4-32,1402-0-99-99,1173,1402,73.0,2019-11-28,EM,3
1400-0-4-32,1402-0-99-99,1400,1402,45.0,2019-11-28,EM,3
1415-0-4-32,1402-0-99-99,1415,1402,73.0,2019-11-28,EM,3
1423-0-4-32,1411-0-99-99,1423,1411,50.0,2019-11-28,EM,3
1407-0-4-32,1415-0-99-99,1407,1415,48.0,2019-11-28,EM,3
1606-0-4-32,1415-0-99-99,1606,1415,92.0,2019-11-28,EM,3
1381-0-4-32,1421-0-99-99,1381,1421,78.0,2019-11-28,EM,3
1041-0-4-32,1423-0-99-99,1041,1423,62.0,2019-11-28,EM,3
1062-0-4-32,1442-0-99-99,1062,1442,77.0,2019-11-28,EM,3
1482-0-4-32,1472-0-99-99,1482,1472,53.0,2019-11-28,EM,3
1538-0-4-32,1476-0-99-99,1538,1476,64.0,2019-11-28,EM,3
1583-0-4-32,1481-0-99-99,1583,1481,50.0,2019-11-28,EM,3
1524-0-4-32,1486-0-99-99,1524,1486,41.0,2019-11-28,EM,3
1531-0-4-32,1490-0-99-99,1531,1490,53.0,2019-11-28,EM,3
1366-0-4-32,1492-0-99-99,1366,1492,120.0,2019-11-28,EM,3
1579-0-4-32,1492-0-99-99,1579,1492,38.0,2019-11-28,EM,3
1513-0-4-32,1503-0-99-99,1513,1503,47.0,2019-11-28,EM,3
1021-0-4-32,1519-0-99-99,1021,1519,46.0,2019-11-28,EM,3
1495-0-4-32,1529-0-99-99,1495,1529,68.0,2019-11-28,EM,3
1428-0-4-32,1530-0-99-99,1428,1530,109.0,2019-11-28,EM,3
1443-0-4-32,1530-0-99-99,1443,1530,88.0,2019-11-28,EM,3
